縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
65000,新北市,65000010,板橋區,65000010-116,陽明里,93.81,2.63,41119.04,46.11,14.21,31.9,224.53,110Y06M
65000,新北市,65000010,板橋區,65000010-117,朝陽里,90.04,2.68,74954.69,45.23,17.18,28.05,163.26,110Y06M
65000,新北市,65000010,板橋區,65000010-118,松柏里,93.74,2.45,27054.17,39.13,13,26.12,200.93,110Y06M
65000,新北市,65000010,板橋區,65000010-119,文聖里,93.58,2.8,76996.38,35.16,15.19,19.97,131.5,110Y06M
65000,新北市,65000010,板橋區,65000010-120,居仁里,97.97,2.56,70104.5,35.62,17.47,18.15,103.88,110Y06M
65000,新北市,65000010,板橋區,65000010-121,莊敬里,89.06,2.68,54795.68,42.32,25.92,16.4,63.29,110Y06M
65000,新北市,65000010,板橋區,65000010-122,東安里,95.41,2.94,62445.3,54.84,29.97,24.87,82.97,110Y06M
65000,新北市,65000010,板橋區,65000010-123,五權里,98.63,2.66,31694.33,45.53,17.69,27.84,157.42,110Y06M
65000,新北市,65000010,板橋區,65000010-124,溪福里,96.39,2.87,11914.68,30.5,18.49,12.01,64.98,110Y06M
65000,新北市,65000010,板橋區,65000010-125,大觀里,96.71,2.86,54739.61,39.21,18.53,20.68,111.59,110Y06M
65000,新北市,65000010,板橋區,65000010-126,歡園里,109.34,2.68,2131.71,37.31,15.38,21.94,142.66,110Y06M
65000,新北市,65000020,三重區,65000020-001,大有里,98.42,2.66,17761.07,35.3,14.08,21.22,150.71,110Y06M
65000,新北市,65000020,三重區,65000020-002,二重里,102.83,2.8,8438.88,36.11,13.77,22.34,162.28,110Y06M
65000,新北市,65000020,三重區,65000020-003,頂崁里,102.48,2.44,1906.9,33.45,15.96,17.49,109.63,110Y06M
65000,新北市,65000020,三重區,65000020-004,谷王里,110.43,2.52,1667.36,37.36,8.33,29.03,348.33,110Y06M
65000,新北市,65000020,三重區,65000020-005,中興里,100.99,2.45,4375.4,37.25,13.17,24.08,182.82,110Y06M
65000,新北市,65000020,三重區,65000020-006,德厚里,90.72,2.18,947.32,43.41,7.36,36.05,489.47,110Y06M
65000,新北市,65000020,三重區,65000020-007,成功里,90.96,2.31,3499.21,35.59,17.37,18.22,104.87,110Y06M
65000,新北市,65000020,三重區,65000020-008,福祉里,92.55,2.44,34612.33,40.38,19.45,20.94,107.66,110Y06M
65000,新北市,65000020,三重區,65000020-009,福民里,96.48,2.62,52740.5,43.03,17.89,25.13,140.45,110Y06M
65000,新北市,65000020,三重區,65000020-010,過田里,123.21,1.8,66605.11,33.16,11.01,22.15,201.22,110Y06M
65000,新北市,65000020,三重區,65000020-011,錦田里,98.44,2.5,40579,42.66,15.4,27.25,176.92,110Y06M
65000,新北市,65000020,三重區,65000020-012,重明里,95.63,2.43,30798.27,43.98,20.09,23.89,118.93,110Y06M
65000,新北市,65000020,三重區,65000020-013,光田里,93.25,2.27,52898.51,38.92,11.65,27.27,234.05,110Y06M
65000,新北市,65000020,三重區,65000020-014,光陽里,99.22,2.42,41545.47,32.9,9.95,22.95,230.69,110Y06M
65000,新北市,65000020,三重區,65000020-015,田心里,97.31,2.56,35563.16,37.54,11.85,25.68,216.67,110Y06M
65000,新北市,65000020,三重區,65000020-016,福田里,101.32,2.78,63760.58,33.47,12.02,21.45,178.48,110Y06M
65000,新北市,65000020,三重區,65000020-017,田中里,95.29,2.76,63345.88,41.43,19.18,22.25,115.99,110Y06M
65000,新北市,65000020,三重區,65000020-018,田安里,92.43,2.61,50676.05,35.95,14.02,21.93,156.38,110Y06M
65000,新北市,65000020,三重區,65000020-019,三民里,98.7,2.7,52057.75,43.69,21.31,22.38,104.98,110Y06M
65000,新北市,65000020,三重區,65000020-020,光明里,94.62,2.51,28934.09,37.57,17.81,19.76,110.97,110Y06M
65000,新北市,65000020,三重區,65000020-021,光正里,92.71,2.02,12667.72,31.32,12.74,18.58,145.83,110Y06M
65000,新北市,65000020,三重區,65000020-022,同安里,101.5,2.43,3736.46,34.64,13.67,20.97,153.33,110Y06M
65000,新北市,65000020,三重區,65000020-023,同慶里,95.44,2.42,3941.18,36.67,12.83,23.84,185.8,110Y06M
65000,新北市,65000020,三重區,65000020-024,菜寮里,92.66,2.48,55854.31,41.21,17.04,24.17,141.84,110Y06M
65000,新北市,65000020,三重區,65000020-025,永春里,94.93,2.47,74795.94,39.18,17.46,21.72,124.39,110Y06M
65000,新北市,65000020,三重區,65000020-026,中正里,96.61,2.42,59786.11,37.14,10.25,26.9,262.5,110Y06M
65000,新北市,65000020,三重區,65000020-027,吉利里,98.73,2.21,51694.45,34.77,8.5,26.27,308.99,110Y06M
65000,新北市,65000020,三重區,65000020-028,大同里,92.83,2.21,58757.58,32.81,10.66,22.16,207.93,110Y06M
65000,新北市,65000020,三重區,65000020-029,中民里,103.85,2.45,47686.99,36.85,10.99,25.86,235.29,110Y06M
65000,新北市,65000020,三重區,65000020-030,平和里,105.43,2.37,54565.14,41.04,11.47,29.57,257.72,110Y06M
65000,新北市,65000020,三重區,65000020-031,大安里,100.83,2.47,51586.7,35.99,12.32,23.67,192.16,110Y06M
65000,新北市,65000020,三重區,65000020-032,仁德里,99.59,2.19,40630.75,42.26,10.78,31.48,291.95,110Y06M
65000,新北市,65000020,三重區,65000020-033,忠孝里,95.87,2.38,52242.39,40.55,12.76,27.79,217.86,110Y06M
65000,新北市,65000020,三重區,65000020-034,仁義里,99.55,2.4,31966.66,35.55,13.18,22.37,169.77,110Y06M
65000,新北市,65000020,三重區,65000020-035,光榮里,94.09,2.17,49769.39,36.54,9.92,26.63,268.57,110Y06M
65000,新北市,65000020,三重區,65000020-036,光輝里,98.48,2.49,18358.98,39.34,13.02,26.32,202.05,110Y06M
65000,新北市,65000020,三重區,65000020-037,福星里,87.65,2.01,59807.2,33.92,10.46,23.46,224.21,110Y06M
65000,新北市,65000020,三重區,65000020-038,福利里,85.61,2.22,11263.18,28.34,11.68,16.66,142.58,110Y06M
65000,新北市,65000020,三重區,65000020-039,清和里,90.48,2.08,9714.2,30.83,9.88,20.95,212.13,110Y06M
65000,新北市,65000020,三重區,65000020-040,永興里,87.24,2.03,6220.83,38,12.86,25.14,195.52,110Y06M
65000,新北市,65000020,三重區,65000020-041,中山里,96.24,2.29,19031.69,38.54,13.84,24.69,178.37,110Y06M
65000,新北市,65000020,三重區,65000020-042,大園里,99.25,2.49,68770.55,41.94,18.16,23.78,130.91,110Y06M
65000,新北市,65000020,三重區,65000020-043,國隆里,94.05,2.41,46937.54,33.91,12.36,21.55,174.4,110Y06M
65000,新北市,65000020,三重區,65000020-044,重陽里,97.65,2.59,31647.03,37.22,14,23.22,165.78,110Y06M
65000,新北市,65000020,三重區,65000020-045,民生里,97.3,2.52,56872.46,41.19,15.88,25.3,159.28,110Y06M
65000,新北市,65000020,三重區,65000020-046,重新里,95.5,2.28,42419.68,45.97,13.24,32.73,247.1,110Y06M
65000,新北市,65000020,三重區,65000020-047,正德里,99.83,2.29,48724.77,47.55,16.1,31.45,195.31,110Y06M
65000,新北市,65000020,三重區,65000020-048,正義里,103.28,2.43,28416.47,43.08,15.62,27.46,175.86,110Y06M
65000,新北市,65000020,三重區,65000020-049,正安里,91.91,2.39,54437.74,41.67,14.17,27.5,194.12,110Y06M
65000,新北市,65000020,三重區,65000020-050,自強里,90.95,2.44,63305.23,42.3,14.1,28.2,200,110Y06M
65000,新北市,65000020,三重區,65000020-051,文化里,101.67,2.46,33166.03,48.22,15.32,32.9,214.77,110Y06M
65000,新北市,65000020,三重區,65000020-052,中央里,95.07,2.2,47913.56,42.92,13.78,29.14,211.48,110Y06M
65000,新北市,65000020,三重區,65000020-053,雙園里,92.11,2.35,35984.78,36.8,12.64,24.16,191.11,110Y06M
65000,新北市,65000020,三重區,65000020-054,錦通里,93.54,2.28,47981.95,47.29,9.84,37.45,380.61,110Y06M
65000,新北市,65000020,三重區,65000020-055,錦安里,91.28,2.37,56115.77,42.57,10.84,31.73,292.86,110Y06M
65000,新北市,65000020,三重區,65000020-056,長安里,95.65,2.45,50660.54,39.65,13.11,26.54,202.42,110Y06M
65000,新北市,65000020,三重區,65000020-057,光華里,90.47,2.1,53544.81,35.16,11.05,24.1,218.09,110Y06M
65000,新北市,65000020,三重區,65000020-058,長生里,98.01,2.29,53528.71,37.27,10.74,26.53,247.14,110Y06M
65000,新北市,65000020,三重區,65000020-059,開元里,100.66,2.21,10427.45,38.75,11.57,27.18,234.92,110Y06M
65000,新北市,65000020,三重區,65000020-060,大德里,90.31,2.43,39452.05,38.46,11.86,26.6,224.32,110Y06M
65000,新北市,65000020,三重區,65000020-061,長元里,105.7,2.39,61055.78,36.76,11.7,25.05,214.08,110Y06M
65000,新北市,65000020,三重區,65000020-062,長江里,96.51,2.34,20534.43,35.31,10.66,24.64,231.1,110Y06M
65000,新北市,65000020,三重區,65000020-063,長泰里,100.63,2.38,58164.22,40.97,11.29,29.67,262.78,110Y06M
65000,新北市,65000020,三重區,65000020-064,長福里,93.43,2.4,23595.76,33.5,9.49,24.01,253.1,110Y06M
65000,新北市,65000020,三重區,65000020-065,介壽里,96.59,2.33,51185.44,46.72,16.26,30.46,187.31,110Y06M
65000,新北市,65000020,三重區,65000020-066,萬壽里,94.61,2.45,64084.37,33.8,9.76,24.04,246.21,110Y06M
65000,新北市,65000020,三重區,65000020-067,錦江里,97.51,2.5,23889.93,33.71,10.6,23.11,217.99,110Y06M
65000,新北市,65000020,三重區,65000020-068,龍濱里,97.2,2.61,20001.42,34.53,13.06,21.47,164.33,110Y06M
65000,新北市,65000020,三重區,65000020-069,龍門里,97.41,2.41,48767.4,36.16,12.27,23.89,194.77,110Y06M
65000,新北市,65000020,三重區,65000020-070,秀江里,98.34,2.59,53526.29,39.83,14.59,25.24,172.99,110Y06M
65000,新北市,65000020,三重區,65000020-071,奕壽里,93.33,2.26,14627.73,39.79,13.69,26.11,190.75,110Y06M
65000,新北市,65000020,三重區,65000020-072,三安里,92.66,2.22,41265.47,41.74,13.19,28.56,216.54,110Y06M
65000,新北市,65000020,三重區,65000020-073,福安里,96.91,2.45,45779.6,35.28,12.25,23.03,188.09,110Y06M
65000,新北市,65000020,三重區,65000020-074,信安里,95.09,2.27,54697.23,36.51,14.55,21.96,150.91,110Y06M
65000,新北市,65000020,三重區,65000020-075,安慶里,88.89,2.32,64040.92,38.66,11.07,27.59,249.1,110Y06M
65000,新北市,65000020,三重區,65000020-076,幸福里,95.11,2.51,23637.86,37.37,13.45,23.92,177.83,110Y06M
65000,新北市,65000020,三重區,65000020-077,六合里,98.82,2.53,39616.41,38.99,14.56,24.43,167.73,110Y06M
65000,新北市,65000020,三重區,65000020-078,六福里,96.63,2.89,55658.52,39.74,21.45,18.29,85.28,110Y06M
65000,新北市,65000020,三重區,65000020-079,順德里,101.66,2.61,42941.24,38.44,12.97,25.47,196.3,110Y06M
65000,新北市,65000020,三重區,65000020-080,承德里,100.87,2.84,12356.96,38.83,12.07,26.76,221.74,110Y06M
65000,新北市,65000020,三重區,65000020-081,瑞德里,98.63,2.64,42861.1,41.56,15.46,26.1,168.89,110Y06M
65000,新北市,65000020,三重區,65000020-082,崇德里,100.91,2.57,40753.02,42.49,14.34,28.15,196.27,110Y06M
65000,新北市,65000020,三重區,65000020-083,厚德里,97.22,2.57,58920.22,41.24,18.09,23.14,127.91,110Y06M
65000,新北市,65000020,三重區,65000020-084,維德里,96.55,2.58,37883.35,41.01,17.14,23.87,139.24,110Y06M
65000,新北市,65000020,三重區,65000020-085,尚德里,91.7,2.56,37327.37,42.23,16.1,26.13,162.32,110Y06M
65000,新北市,65000020,三重區,65000020-086,培德里,94.51,2.67,22798,39.26,16.61,22.65,136.4,110Y06M
65000,新北市,65000020,三重區,65000020-087,永德里,95.83,2.69,41813.54,41.35,17.93,23.42,130.64,110Y06M
65000,新北市,65000020,三重區,65000020-088,永盛里,93.38,2.71,39101.39,44.69,19.35,25.35,131.02,110Y06M
65000,新北市,65000020,三重區,65000020-089,永福里,92.71,2.74,43984.17,39.24,18.48,20.76,112.33,110Y06M
65000,新北市,65000020,三重區,65000020-090,永清里,93.26,2.81,68139.87,41.54,19.69,21.85,110.94,110Y06M
65000,新北市,65000020,三重區,65000020-091,永安里,93.74,2.77,65263.87,37.52,17.82,19.69,110.47,110Y06M
65000,新北市,65000020,三重區,65000020-092,永煇里,103.6,2.62,48568.87,33.84,12.09,21.76,180,110Y06M
65000,新北市,65000020,三重區,65000020-093,溪美里,93.32,2.46,49840.92,33.71,15.19,18.52,121.95,110Y06M
65000,新北市,65000020,三重區,65000020-094,福隆里,93.49,2.58,31634.32,38.27,19.47,18.8,96.59,110Y06M
65000,新北市,65000020,三重區,65000020-095,五常里,97.95,2.89,7211.78,36.49,16.11,20.38,126.53,110Y06M
65000,新北市,65000020,三重區,65000020-096,五福里,91.64,2.4,23380.84,38.22,18.32,19.9,108.6,110Y06M
65000,新北市,65000020,三重區,65000020-097,仁忠里,96.77,2.59,60139.66,42.12,16.93,25.18,148.72,110Y06M
65000,新北市,65000020,三重區,65000020-098,慈福里,102.78,2.4,63554.08,39.05,12.61,26.45,209.76,110Y06M
65000,新北市,65000020,三重區,65000020-099,慈生里,98.28,2.62,48971.64,44.14,14.03,30.11,214.67,110Y06M
65000,新北市,65000020,三重區,65000020-100,慈惠里,100.09,2.49,67977.21,39.49,13.87,25.62,184.72,110Y06M
