縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
10007,彰化縣,10007220,埤頭鄉,106.44,3.2,688.55,45.21,16.52,28.7,173.75,111Y06M
10007,彰化縣,10007230,芳苑鄉,111.68,3.15,348.51,46.41,12.67,33.73,266.16,111Y06M
10007,彰化縣,10007240,大城鄉,117.02,3.04,244.9,50.79,11.1,39.69,357.62,111Y06M
10007,彰化縣,10007250,竹塘鄉,109,3.16,343.19,53.41,16.85,36.56,217.05,111Y06M
10007,彰化縣,10007260,溪州鄉,108.42,3.14,379.11,44.94,14.22,30.73,216.1,111Y06M
10008,南投縣,10008010,南投市,99.47,2.74,1364.5,43.57,17.08,26.48,155.01,111Y06M
10008,南投縣,10008020,埔里鎮,97.98,2.67,477.71,43.15,15.18,27.97,184.29,111Y06M
10008,南投縣,10008030,草屯鎮,100.91,2.81,926.55,41.2,15.69,25.51,162.64,111Y06M
10008,南投縣,10008040,竹山鎮,104.2,2.57,210.67,45.14,14.03,31.11,221.68,111Y06M
10008,南投縣,10008050,集集鎮,110.27,2.4,203.43,44.51,10.93,33.59,307.32,111Y06M
10008,南投縣,10008060,名間鄉,111.65,2.89,438.38,41.52,11.82,29.7,251.23,111Y06M
10008,南投縣,10008070,鹿谷鄉,114.32,2.1,116.94,48.07,10.01,38.06,380.12,111Y06M
10008,南投縣,10008080,中寮鄉,121.07,2.52,95.22,46.22,10.19,36.03,353.65,111Y06M
10008,南投縣,10008090,魚池鄉,112.4,2.63,123.45,46.56,11.81,34.75,294.37,111Y06M
10008,南投縣,10008100,國姓鄉,117.53,2.44,99.16,43.18,9.95,33.23,333.86,111Y06M
10008,南投縣,10008110,水里鄉,110.42,2.34,154.62,48.68,12.25,36.43,297.43,111Y06M
10008,南投縣,10008120,信義鄉,114.74,2.98,11.03,37.93,19.31,18.62,96.45,111Y06M
10008,南投縣,10008130,仁愛鄉,105.83,3.24,12.37,42.05,23.42,18.63,79.56,111Y06M
10009,雲林縣,10009010,斗六市,97.92,2.69,1148.15,41.43,18.54,22.88,123.4,111Y06M
10009,雲林縣,10009020,斗南鎮,102.68,2.66,899.91,43.13,15.14,28,184.98,111Y06M
10009,雲林縣,10009030,虎尾鎮,101.6,2.68,1021.68,43.69,19.24,24.45,127.06,111Y06M
10009,雲林縣,10009040,西螺鎮,100.76,2.96,899.08,47.15,18.73,28.42,151.68,111Y06M
10009,雲林縣,10009050,土庫鎮,109.07,2.89,566.39,47.44,16.01,31.43,196.32,111Y06M
10009,雲林縣,10009060,北港鎮,106.68,2.38,917.18,46.44,15.77,30.67,194.49,111Y06M
10009,雲林縣,10009070,古坑鄉,110.57,2.67,181.59,45.1,12.42,32.68,263.09,111Y06M
10009,雲林縣,10009080,大埤鄉,113.17,2.74,406.47,44.89,12.65,32.24,254.85,111Y06M
10009,雲林縣,10009090,莿桐鄉,108.88,2.93,544.4,43.64,14.37,29.27,203.72,111Y06M
10009,雲林縣,10009100,林內鄉,110.07,2.83,455.86,44.56,14.76,29.8,201.94,111Y06M
10009,雲林縣,10009110,二崙鄉,114.72,2.83,425.89,48.59,12.52,36.07,288.16,111Y06M
10009,雲林縣,10009120,崙背鄉,111.83,2.7,398.38,49.04,14.53,34.5,237.41,111Y06M
10009,雲林縣,10009130,麥寮鄉,98.31,3.17,608.29,36.72,19.15,17.56,91.69,111Y06M
10009,雲林縣,10009140,東勢鄉,123.78,2.4,285.44,46.4,10.16,36.24,356.68,111Y06M
10009,雲林縣,10009150,褒忠鄉,115.37,2.76,330.18,46.02,12.42,33.6,270.41,111Y06M
10009,雲林縣,10009160,臺西鄉,115.07,2.64,412.9,41.41,10.6,30.81,290.51,111Y06M
10009,雲林縣,10009170,元長鄉,120.99,2.64,333.83,51.94,11.6,40.34,347.86,111Y06M
10009,雲林縣,10009180,四湖鄉,120.05,2.54,282.43,43.64,8.9,34.73,390.15,111Y06M
10009,雲林縣,10009190,口湖鄉,114.1,2.78,321.11,41.39,10.86,30.53,281.06,111Y06M
10009,雲林縣,10009200,水林鄉,120.67,2.47,322.34,51.01,10.54,40.47,383.8,111Y06M
10010,嘉義縣,10010010,太保市,103.14,2.77,578.69,37.31,17.15,20.16,117.6,111Y06M
10010,嘉義縣,10010020,朴子市,101.51,2.57,826.97,46.53,17.12,29.41,171.77,111Y06M
10010,嘉義縣,10010030,布袋鎮,103.39,2.59,408.61,41.82,9.63,32.19,334.21,111Y06M
10010,嘉義縣,10010040,大林鎮,102.81,2.6,465.79,47.46,13.17,34.29,260.4,111Y06M
