縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
63000,臺北市,63000030,大安區,86.02,2.43,25679.58,63.69,23.62,40.06,169.59,113Y06M
63000,臺北市,63000040,中山區,84.72,2.13,15793.04,52.85,16.75,36.1,215.49,113Y06M
63000,臺北市,63000050,中正區,89.19,2.28,19697.13,60.52,25.03,35.49,141.77,113Y06M
63000,臺北市,63000060,大同區,91.78,2.24,21085.45,52.26,18.04,34.22,189.73,113Y06M
63000,臺北市,63000070,萬華區,93.59,2.17,19504.76,49.83,12.81,37.02,288.96,113Y06M
63000,臺北市,63000080,文山區,90.3,2.38,8247.99,48.25,17.84,30.42,170.55,113Y06M
63000,臺北市,63000090,南港區,93.1,2.35,5195.26,46.62,16.57,30.06,181.44,113Y06M
63000,臺北市,63000100,內湖區,89.58,2.47,8729.11,47.11,19.75,27.35,138.46,113Y06M
63000,臺北市,63000110,士林區,91.64,2.46,4266.63,53.57,17.32,36.24,209.2,113Y06M
63000,臺北市,63000120,北投區,90.64,2.43,4256.5,51.41,18.59,32.82,176.5,113Y06M
68000,桃園市,68000010,桃園區,92.52,2.44,13601.62,41.56,19.92,21.65,108.7,113Y06M
68000,桃園市,68000020,中壢區,95.02,2.48,5657.17,41.55,19.75,21.8,110.39,113Y06M
68000,桃園市,68000030,大溪區,102.51,2.66,899.8,43.46,17.45,26.01,149.03,113Y06M
68000,桃園市,68000040,楊梅區,99.44,2.65,2026.81,39.93,19.26,20.68,107.37,113Y06M
68000,桃園市,68000050,蘆竹區,97.18,2.62,2244.87,38.05,19.69,18.36,93.26,113Y06M
68000,桃園市,68000060,大園區,102.39,2.55,997.13,39.45,18.64,20.81,111.6,113Y06M
68000,桃園市,68000070,龜山區,97.16,2.31,2504.95,38.9,17.33,21.57,124.46,113Y06M
68000,桃園市,68000080,八德區,97.81,2.6,6350.34,41.79,19.78,22.02,111.32,113Y06M
68000,桃園市,68000090,龍潭區,98.34,2.67,1686.46,42.82,18.13,24.69,136.19,113Y06M
68000,桃園市,68000100,平鎮區,97.26,2.69,4806.99,41.58,19.61,21.97,112.04,113Y06M
68000,桃園市,68000110,新屋區,112.18,2.68,580.18,45.58,16.05,29.53,183.95,113Y06M
68000,桃園市,68000120,觀音區,106.33,2.61,852.71,37.62,17.47,20.15,115.32,113Y06M
68000,桃園市,68000130,復興區,109.62,3.28,37.59,43.66,22.37,21.29,95.18,113Y06M
66000,臺中市,66000010,中區,96.25,2.15,20338.52,67.81,30.31,37.5,123.72,113Y06M
66000,臺中市,66000020,東區,96.79,2.48,8338.59,42.32,15.84,26.49,167.27,113Y06M
66000,臺中市,66000030,南區,90.92,2.41,18644.22,36.37,15.8,20.58,130.26,113Y06M
66000,臺中市,66000040,西區,88.64,2.38,19967.39,50.12,20.81,29.31,140.83,113Y06M
66000,臺中市,66000050,北區,90.03,2.3,20723.02,45.08,15.92,29.17,183.24,113Y06M
66000,臺中市,66000060,西屯區,90.82,2.46,5924.51,40.32,20.28,20.04,98.86,113Y06M
66000,臺中市,66000070,南屯區,90.25,2.5,5872.77,38.47,21,17.47,83.2,113Y06M
66000,臺中市,66000080,北屯區,90.33,2.5,4898.6,40.59,19.8,20.79,105.01,113Y06M
66000,臺中市,66000090,豐原區,96.38,2.87,3975.86,45.29,19.26,26.03,135.12,113Y06M
66000,臺中市,66000100,東勢區,103.82,2.67,401.64,49.37,13.65,35.72,261.77,113Y06M
66000,臺中市,66000110,大甲區,99.97,3,1273,45.83,19.83,26,131.13,113Y06M
66000,臺中市,66000120,清水區,103.72,2.77,1404.48,42.41,17.78,24.63,138.57,113Y06M
66000,臺中市,66000130,沙鹿區,100.14,2.87,2457.93,42.22,22.64,19.58,86.47,113Y06M
66000,臺中市,66000140,梧棲區,99.67,2.89,3717.76,41.1,20.12,20.97,104.21,113Y06M
66000,臺中市,66000150,后里區,100.54,3.05,907.73,43.72,18.03,25.69,142.45,113Y06M
66000,臺中市,66000160,神岡區,103.55,3.07,1831.5,40.79,16.53,24.26,146.79,113Y06M
66000,臺中市,66000170,潭子區,96.78,2.79,4214.52,38.09,17.18,20.91,121.7,113Y06M
66000,臺中市,66000180,大雅區,98.31,3,2949.41,38.38,19.38,19,98.04,113Y06M
66000,臺中市,66000190,新社區,106.31,2.9,333.75,45.97,13.1,32.86,250.78,113Y06M
66000,臺中市,66000200,石岡區,106.27,2.83,768.29,46.72,12.8,33.91,264.86,113Y06M
66000,臺中市,66000210,外埔區,104.33,3.01,731.65,39.35,14.79,24.56,166,113Y06M
66000,臺中市,66000220,大安區,110.96,3.12,1579.21,40.18,12.45,27.74,222.85,113Y06M
66000,臺中市,66000230,烏日區,98.45,2.65,1857.47,40.26,19.1,21.16,110.79,113Y06M
66000,臺中市,66000240,大肚區,103.17,2.9,1510.04,40.45,16.03,24.41,152.27,113Y06M
66000,臺中市,66000250,龍井區,100.47,2.98,2068.11,37.11,17.38,19.73,113.5,113Y06M
66000,臺中市,66000260,霧峰區,102.13,2.94,648.09,43.55,15.88,27.68,174.29,113Y06M
66000,臺中市,66000270,太平區,96.6,2.72,1646.39,40.22,18.68,21.54,115.3,113Y06M
66000,臺中市,66000280,大里區,94.98,2.8,7355.95,40.34,19.09,21.25,111.31,113Y06M
66000,臺中市,66000290,和平區,114.03,2.27,10.32,45.07,13.67,31.4,229.63,113Y06M
67000,臺南市,67000010,新營區,96.31,2.48,1944.08,47.86,17.44,30.42,174.44,113Y06M
67000,臺南市,67000020,鹽水區,108.07,2.37,461.19,47.47,12.94,34.52,266.71,113Y06M
67000,臺南市,67000030,白河區,108.54,2.44,202.63,55.44,11.43,44.01,385.13,113Y06M
67000,臺南市,67000040,柳營區,108.88,2.5,328.21,47.17,11.43,35.74,312.54,113Y06M
67000,臺南市,67000050,後壁區,106.25,2.46,296.9,54.64,10.19,44.45,436.16,113Y06M
67000,臺南市,67000060,東山區,114.26,2.37,152.23,52.24,10.17,42.07,413.78,113Y06M
67000,臺南市,67000070,麻豆區,102.66,2.58,797.75,49.4,15.83,33.58,212.17,113Y06M
67000,臺南市,67000080,下營區,106.45,2.38,663.96,50.49,12.88,37.61,292.07,113Y06M
67000,臺南市,67000090,六甲區,106.43,2.59,313.19,47.56,14.08,33.48,237.86,113Y06M
67000,臺南市,67000100,官田區,103.94,2.5,293.11,41.21,11.98,29.23,244.09,113Y06M
67000,臺南市,67000110,大內區,115.32,2.39,123.16,55.22,9.54,45.69,479.14,113Y06M
67000,臺南市,67000120,佳里區,97.02,2.63,1499.07,45.55,16.34,29.21,178.72,113Y06M
67000,臺南市,67000130,學甲區,104.95,2.48,455.86,44.26,12.31,31.94,259.4,113Y06M
67000,臺南市,67000140,西港區,101.48,2.73,740.23,42.57,14.34,28.23,196.86,113Y06M
67000,臺南市,67000150,七股區,106.84,2.66,191.24,44.88,11.31,33.56,296.66,113Y06M
67000,臺南市,67000160,將軍區,104.2,2.57,430.78,46.56,9.17,37.39,407.51,113Y06M
67000,臺南市,67000170,北門區,101.53,2.49,223.51,40.65,8.06,32.59,404.25,113Y06M
67000,臺南市,67000180,新化區,102.02,2.77,685.26,44.19,14.52,29.67,204.37,113Y06M
67000,臺南市,67000190,善化區,100.6,2.51,954.82,47.26,23.22,24.04,103.53,113Y06M
67000,臺南市,67000200,新市區,100.82,2.65,791.74,42.18,19.43,22.75,117.05,113Y06M
67000,臺南市,67000210,安定區,105.65,2.71,953.53,40.14,14.1,26.04,184.67,113Y06M
67000,臺南市,67000220,山上區,111.15,2.54,250.02,46.4,11.91,34.49,289.59,113Y06M
67000,臺南市,67000230,玉井區,106.61,2.49,169.5,53.62,11.95,41.67,348.66,113Y06M
67000,臺南市,67000240,楠西區,112.21,2.51,78.45,51.83,8.88,42.95,483.7,113Y06M
67000,臺南市,67000250,南化區,115.37,2.86,46.01,53.49,10.85,42.64,392.83,113Y06M
67000,臺南市,67000260,左鎮區,133.67,2.3,55.78,57.6,6.11,51.49,842.59,113Y06M
67000,臺南市,67000270,仁德區,100.77,2.54,1528.14,40.47,15.11,25.36,167.82,113Y06M
67000,臺南市,67000280,歸仁區,101.39,2.77,1239.1,41.35,17.18,24.17,140.66,113Y06M
67000,臺南市,67000290,關廟區,104.43,2.79,618.22,45.66,12.57,33.09,263.33,113Y06M
67000,臺南市,67000300,龍崎區,119.72,2.35,53.21,58.46,5.44,53.02,975.21,113Y06M
67000,臺南市,67000310,永康區,95.81,2.56,5844.35,37.48,16.94,20.54,121.26,113Y06M
67000,臺南市,67000320,東區,90.44,2.43,19603.68,47.23,19.9,27.33,137.36,113Y06M
67000,臺南市,67000330,南區,96.26,2.49,17735.72,43.7,12.73,30.98,243.43,113Y06M
67000,臺南市,67000340,北區,93.36,2.39,18202.12,43.15,15.26,27.89,182.8,113Y06M
67000,臺南市,67000350,安南區,100.08,2.78,1893.17,39.48,18.78,20.69,110.17,113Y06M
67000,臺南市,67000360,安平區,88.86,2.37,6293.88,35.52,15.71,19.81,126.08,113Y06M
67000,臺南市,67000370,中西區,92.74,2.33,12408.47,57.49,23.52,33.98,144.49,113Y06M
64000,高雄市,64000010,鹽埕區,95.91,2.07,15820.92,53.96,11.14,42.82,384.39,113Y06M
64000,高雄市,64000020,鼓山區,90.95,2.28,9553.76,48.43,21,27.43,130.63,113Y06M
64000,高雄市,64000030,左營區,90.33,2.34,10189.61,39.92,17.54,22.38,127.59,113Y06M
64000,高雄市,64000040,楠梓區,94.85,2.41,7503.68,41.7,20.02,21.68,108.28,113Y06M
64000,高雄市,64000050,三民區,91.6,2.32,16752.9,46.37,16.42,29.95,182.42,113Y06M
64000,高雄市,64000060,新興區,90.41,2.09,25057.17,58.51,17.29,41.23,238.47,113Y06M
64000,高雄市,64000070,前金區,87.45,1.94,14608.3,52.33,10.96,41.37,377.51,113Y06M
64000,高雄市,64000080,苓雅區,90.09,2.19,20112.48,54.03,16.38,37.65,229.81,113Y06M
64000,高雄市,64000090,前鎮區,95.28,2.24,9366.39,45.05,13.91,31.14,223.8,113Y06M
64000,高雄市,64000100,旗津區,104.33,2.43,17709.54,39,10.33,28.67,277.67,113Y06M
64000,高雄市,64000110,小港區,96.61,2.19,3405.75,40.21,15.97,24.24,151.76,113Y06M
64000,高雄市,64000120,鳳山區,94.29,2.39,13293.17,43.39,17.31,26.08,150.66,113Y06M
64000,高雄市,64000130,林園區,100.09,2.48,2108.07,39.86,14.93,24.92,166.91,113Y06M
64000,高雄市,64000140,大寮區,102.69,2.48,1575.68,38.14,13.33,24.82,186.22,113Y06M
64000,高雄市,64000150,大樹區,103.51,2.82,602.83,42.13,12.16,29.96,246.4,113Y06M
64000,高雄市,64000160,大社區,102.43,2.46,1266.55,38.86,12.1,26.76,221.06,113Y06M
64000,高雄市,64000170,仁武區,100.7,2.37,2713.66,35.79,15.47,20.31,131.27,113Y06M
64000,高雄市,64000180,鳥松區,100.18,2.24,1804.36,43.43,11.66,31.77,272.53,113Y06M
64000,高雄市,64000190,岡山區,96.85,2.62,1989.3,44.08,17.52,26.56,151.61,113Y06M
64000,高雄市,64000200,橋頭區,99.6,2.38,1626.04,42.13,14.55,27.58,189.6,113Y06M
64000,高雄市,64000210,燕巢區,109.78,2.6,438.06,42.42,11.89,30.53,256.84,113Y06M
64000,高雄市,64000220,田寮區,124.12,2.14,69.28,56.95,7.02,49.94,711.85,113Y06M
64000,高雄市,64000230,阿蓮區,100.86,2.86,787.81,43.23,15.01,28.22,188.1,113Y06M
64000,高雄市,64000240,路竹區,102.29,2.86,1033.88,46.8,17.82,28.98,162.65,113Y06M
64000,高雄市,64000250,湖內區,103.03,2.57,1463.38,39.56,13.46,26.1,193.89,113Y06M
64000,高雄市,64000260,茄萣區,103.81,2.72,1846.04,41.84,12.82,29.02,226.39,113Y06M
64000,高雄市,64000270,永安區,98.42,2.37,612.45,37.41,13.15,24.27,184.6,113Y06M
64000,高雄市,64000280,彌陀區,103.38,2.64,1230.95,40.62,12.83,27.78,216.51,113Y06M
64000,高雄市,64000290,梓官區,104.96,2.61,2996.28,38.89,12.09,26.8,221.65,113Y06M
64000,高雄市,64000300,旗山區,104.73,2.48,360.13,52.05,13.67,38.38,280.68,113Y06M
64000,高雄市,64000310,美濃區,110.94,2.43,305.85,57.98,10.89,47.09,432.53,113Y06M
64000,高雄市,64000320,六龜區,115.96,2.17,59.65,49.7,10.11,39.59,391.69,113Y06M
64000,高雄市,64000330,甲仙區,111.37,2.4,44.21,49.73,9.97,39.76,398.9,113Y06M
64000,高雄市,64000340,杉林區,121.5,2.3,104.23,51.61,10.1,41.51,411.08,113Y06M
64000,高雄市,64000350,內門區,116.8,2.56,136.01,47.51,8.52,38.99,457.79,113Y06M
64000,高雄市,64000360,茂林區,96.55,3,9.69,31.58,16.88,14.71,87.14,113Y06M
64000,高雄市,64000370,桃源區,108.06,3.03,4.53,33.56,19.14,14.41,75.29,113Y06M
64000,高雄市,64000380,那瑪夏區,104.4,3.57,12.47,39.65,24.65,15,60.86,113Y06M
10002,宜蘭縣,10002010,宜蘭市,94.06,2.46,3230.41,46.78,19.64,27.14,138.18,113Y06M
10002,宜蘭縣,10002020,羅東鎮,88.92,2.57,6164.32,52.67,23.04,29.64,128.65,113Y06M
10002,宜蘭縣,10002030,蘇澳鎮,102.74,2.56,418.03,46.98,13.41,33.57,250.34,113Y06M
10002,宜蘭縣,10002040,頭城鎮,105.44,2.62,279.21,43.35,14.22,29.13,204.9,113Y06M
10002,宜蘭縣,10002050,礁溪鄉,106.78,2.31,345.28,42.63,13.09,29.54,225.77,113Y06M
10002,宜蘭縣,10002060,壯圍鄉,108.84,2.53,634.48,38.83,11.58,27.25,235.36,113Y06M
10002,宜蘭縣,10002070,員山鄉,111.04,2.54,286.83,38.6,11.8,26.8,227.11,113Y06M
10002,宜蘭縣,10002080,冬山鄉,101.83,2.54,665.88,43.52,15.39,28.13,182.85,113Y06M
10002,宜蘭縣,10002090,五結鄉,102.75,2.45,1059.25,39.55,12.97,26.59,204.99,113Y06M
10002,宜蘭縣,10002100,三星鄉,117.57,2.26,146.62,42.16,10.57,31.59,298.92,113Y06M
10002,宜蘭縣,10002110,大同鄉,116.25,2.94,9.11,38.91,20.48,18.44,90.03,113Y06M
10002,宜蘭縣,10002120,南澳鄉,103.75,2.87,8.23,43.65,25.51,18.13,71.07,113Y06M
10004,新竹縣,10004010,竹北市,98.65,2.61,4652.21,43.11,29.99,13.12,43.76,113Y06M
10004,新竹縣,10004020,竹東鎮,101.32,2.62,1820.61,41.36,18.62,22.74,122.16,113Y06M
10004,新竹縣,10004030,新埔鎮,113.55,2.65,460.67,42.78,11.58,31.2,269.35,113Y06M
10004,新竹縣,10004040,關西鎮,115.74,2.82,212.15,47.28,12.96,34.32,264.83,113Y06M
10004,新竹縣,10004050,湖口鄉,101.73,2.62,1424.14,39.63,19.37,20.26,104.62,113Y06M
10004,新竹縣,10004060,新豐鄉,104.49,2.77,1274.27,39.46,20.47,18.99,92.79,113Y06M
10004,新竹縣,10004070,芎林鄉,112.22,2.69,498.68,40.04,11.92,28.12,235.93,113Y06M
10004,新竹縣,10004080,橫山鄉,116.78,2.76,182.05,50.55,12.63,37.93,300.39,113Y06M
10004,新竹縣,10004090,北埔鄉,121.81,2.73,166,46.92,11.41,35.51,311.33,113Y06M
10004,新竹縣,10004100,寶山鄉,117.62,2.34,223.81,34.97,10.1,24.87,246.27,113Y06M
10004,新竹縣,10004110,峨眉鄉,122.31,2.45,109.63,57.01,10.25,46.76,456.12,113Y06M
10004,新竹縣,10004120,尖石鄉,107.82,3.21,17.98,40.75,24.88,15.86,63.74,113Y06M
10004,新竹縣,10004130,五峰鄉,117.13,2.51,19.32,38.29,16.72,21.57,128.95,113Y06M
10005,苗栗縣,10005010,苗栗市,98.2,2.58,2276.12,47.83,17.33,30.5,175.98,113Y06M
10005,苗栗縣,10005020,苑裡鎮,108.81,2.78,638.11,40.22,13.68,26.54,193.98,113Y06M
10005,苗栗縣,10005030,通霄鎮,113.14,2.69,287.61,46.44,11.64,34.8,299.07,113Y06M
10005,苗栗縣,10005040,竹南鎮,101.02,2.65,2400.56,42.09,21.83,20.26,92.82,113Y06M
10005,苗栗縣,10005050,頭份市,101.13,2.66,2005.31,41.07,19.94,21.14,106.03,113Y06M
10005,苗栗縣,10005060,後龍鎮,111.33,2.75,446.72,42.32,13.42,28.9,215.38,113Y06M
10005,苗栗縣,10005070,卓蘭鎮,109.83,2.61,197.25,50.14,11.81,38.33,324.58,113Y06M
10005,苗栗縣,10005080,大湖鄉,115.46,2.5,141.11,48.15,11.38,36.77,322.94,113Y06M
10005,苗栗縣,10005090,公館鄉,108.06,2.82,434.47,45.36,14.55,30.82,211.81,113Y06M
10005,苗栗縣,10005100,銅鑼鄉,112.9,2.66,208.93,47.28,13.66,33.62,246.08,113Y06M
10005,苗栗縣,10005110,南庄鄉,123.17,2.31,52.97,47.2,10.41,36.79,353.39,113Y06M
10005,苗栗縣,10005120,頭屋鄉,113.3,2.66,184.52,44.99,9.73,35.26,362.46,113Y06M
10005,苗栗縣,10005130,三義鄉,112.69,2.64,213.97,45.22,14.16,31.06,219.28,113Y06M
10005,苗栗縣,10005140,西湖鄉,129.44,2.4,149.53,47.57,7.06,40.51,573.47,113Y06M
10005,苗栗縣,10005150,造橋鄉,113.74,2.74,241.05,44.44,11.09,33.36,300.9,113Y06M
10005,苗栗縣,10005160,三灣鄉,121.8,2.61,112.65,52.22,12.3,39.92,324.58,113Y06M
10005,苗栗縣,10005170,獅潭鄉,120.49,2.35,51.07,56.46,8.18,48.28,590.57,113Y06M
10005,苗栗縣,10005180,泰安鄉,117.5,2.81,9.06,37.35,13.47,23.88,177.29,113Y06M
10007,彰化縣,10007010,彰化市,96.24,2.81,3423.43,47.84,19.61,28.23,143.92,113Y06M
10007,彰化縣,10007020,鹿港鎮,102.31,3.24,2133.34,44.92,19.71,25.2,127.87,113Y06M
10007,彰化縣,10007030,和美鎮,103.33,3.1,2196.6,40.51,16.7,23.81,142.59,113Y06M
10007,彰化縣,10007040,線西鄉,105.83,3.46,894.41,41.04,15.68,25.36,161.79,113Y06M
10007,彰化縣,10007050,伸港鄉,100.33,3.39,1723.09,41.33,19.29,22.03,114.2,113Y06M
10007,彰化縣,10007060,福興鄉,109.13,3.31,900.1,41.15,15.28,25.87,169.24,113Y06M
10007,彰化縣,10007070,秀水鄉,105.95,3.28,1293.25,41.41,17.15,24.26,141.45,113Y06M
10007,彰化縣,10007080,花壇鄉,105.19,2.97,1201.07,39.44,13.87,25.57,184.3,113Y06M
10007,彰化縣,10007090,芬園鄉,110.25,3.19,578.58,44.76,13.29,31.48,236.9,113Y06M
10007,彰化縣,10007100,員林市,96.94,2.88,3066.26,47.79,20.69,27.11,131.03,113Y06M
10007,彰化縣,10007110,溪湖鎮,102.25,3.1,1673.62,45.85,20.6,25.24,122.51,113Y06M
10007,彰化縣,10007120,田中鎮,104.09,2.87,1128.6,45.97,14.61,31.36,214.58,113Y06M
10007,彰化縣,10007130,大村鄉,103.08,3.15,1292.5,38.34,15.25,23.09,151.41,113Y06M
10007,彰化縣,10007140,埔鹽鄉,110.27,3.25,796.67,41.79,12.69,29.11,229.43,113Y06M
10007,彰化縣,10007150,埔心鄉,105.64,2.96,1596.75,38.39,13.28,25.11,189.1,113Y06M
10007,彰化縣,10007160,永靖鄉,106.86,3.08,1694.14,42.93,15.33,27.6,179.98,113Y06M
10007,彰化縣,10007170,社頭鄉,105.59,3.03,1139.08,42.96,15.47,27.49,177.71,113Y06M
10007,彰化縣,10007180,二水鄉,111.16,2.59,465.07,51.6,10.87,40.73,374.64,113Y06M
10007,彰化縣,10007190,北斗鎮,99.98,2.88,1728.98,47.19,19.69,27.5,139.68,113Y06M
10007,彰化縣,10007200,二林鎮,105.54,3.01,510.98,45.88,14.07,31.81,226.07,113Y06M
10007,彰化縣,10007210,田尾鄉,107.35,3.07,1068.58,41.58,13.93,27.65,198.54,113Y06M
10007,彰化縣,10007220,埤頭鄉,106.35,3.11,670.79,45.71,15.14,30.57,201.88,113Y06M
10007,彰化縣,10007230,芳苑鄉,112.52,3.03,337.62,47.95,12.56,35.39,281.79,113Y06M
10007,彰化縣,10007240,大城鄉,116.96,2.93,232,50.81,10.11,40.7,402.72,113Y06M
10007,彰化縣,10007250,竹塘鄉,109.45,3.09,337.43,58.05,19.06,38.99,204.55,113Y06M
10007,彰化縣,10007260,溪州鄉,108.62,3.03,368.57,45.46,13.31,32.15,241.48,113Y06M
10008,南投縣,10008010,南投市,98.9,2.68,1360.1,46.47,17.36,29.12,167.73,113Y06M
10008,南投縣,10008020,埔里鎮,97.85,2.61,473.17,46.07,15.13,30.93,204.39,113Y06M
10008,南投縣,10008030,草屯鎮,100.1,2.76,933.3,44.17,16.11,28.05,174.11,113Y06M
10008,南投縣,10008040,竹山鎮,103.8,2.51,206.25,47.63,13.81,33.82,244.91,113Y06M
10008,南投縣,10008050,集集鎮,108.7,2.35,197.76,46.91,11.07,35.84,323.75,113Y06M
10008,南投縣,10008060,名間鄉,111.15,2.8,426.99,43.76,11.44,32.32,282.44,113Y06M
10008,南投縣,10008070,鹿谷鄉,114.52,2.06,112.69,51.94,9.58,42.36,442.26,113Y06M
10008,南投縣,10008080,中寮鄉,120.78,2.43,91.14,48.61,9.56,39.05,408.37,113Y06M
10008,南投縣,10008090,魚池鄉,110.54,2.58,120.11,48.2,11.46,36.74,320.67,113Y06M
10008,南投縣,10008100,國姓鄉,117.63,2.38,94.86,45.55,9.2,36.34,394.88,113Y06M
10008,南投縣,10008110,水里鄉,109.96,2.28,149.03,52.94,12.14,40.8,336.08,113Y06M
10008,南投縣,10008120,信義鄉,114.12,2.9,10.72,40.9,19.56,21.34,109.12,113Y06M
10008,南投縣,10008130,仁愛鄉,105.42,3.17,12.13,41.95,21.84,20.11,92.05,113Y06M
10009,雲林縣,10009010,斗六市,96.91,2.64,1160.35,43.67,18.56,25.11,135.32,113Y06M
10009,雲林縣,10009020,斗南鎮,102.32,2.59,902.32,45,15.04,29.96,199.18,113Y06M
10009,雲林縣,10009030,虎尾鎮,100.72,2.6,1029.07,44.16,18.58,25.58,137.69,113Y06M
10009,雲林縣,10009040,西螺鎮,100.2,2.87,894.3,48.36,18.64,29.71,159.4,113Y06M
10009,雲林縣,10009050,土庫鎮,108.5,2.81,560.57,48.45,15.76,32.69,207.47,113Y06M
10009,雲林縣,10009060,北港鎮,105.92,2.33,908.22,48.33,16,32.32,201.94,113Y06M
10009,雲林縣,10009070,古坑鄉,108.96,2.58,178.6,46.62,11.98,34.63,289.02,113Y06M
10009,雲林縣,10009080,大埤鄉,112.18,2.68,396.51,45.78,12.11,33.67,278.07,113Y06M
10009,雲林縣,10009090,莿桐鄉,107.93,2.88,538.09,44.88,14.06,30.82,219.25,113Y06M
10009,雲林縣,10009100,林內鄉,110.2,2.75,445.68,46.21,14.69,31.52,214.55,113Y06M
10009,雲林縣,10009110,二崙鄉,114.54,2.77,415.98,49.59,12.15,37.44,308.25,113Y06M
10009,雲林縣,10009120,崙背鄉,111.98,2.62,389.46,50.74,14.14,36.6,258.77,113Y06M
10009,雲林縣,10009130,麥寮鄉,97.47,3.16,619,37.74,18.65,19.09,102.34,113Y06M
10009,雲林縣,10009140,東勢鄉,123.69,2.34,274.4,48.77,10.1,38.67,382.8,113Y06M
10009,雲林縣,10009150,褒忠鄉,115.24,2.67,319.87,48.03,12.53,35.51,283.45,113Y06M
10009,雲林縣,10009160,臺西鄉,114.33,2.59,399.75,42.81,10.24,32.57,317.99,113Y06M
10009,雲林縣,10009170,元長鄉,119.9,2.59,324.04,53.83,11.44,42.39,370.55,113Y06M
10009,雲林縣,10009180,四湖鄉,120.23,2.48,270.21,45.43,9.15,36.28,396.49,113Y06M
10009,雲林縣,10009190,口湖鄉,113.63,2.71,308.27,42.93,10.41,32.52,312.51,113Y06M
10009,雲林縣,10009200,水林鄉,120.53,2.41,309.92,52.03,10.31,41.71,404.43,113Y06M
10010,嘉義縣,10010010,太保市,102.53,2.68,587.94,38.69,17.17,21.52,125.32,113Y06M
10010,嘉義縣,10010020,朴子市,100.44,2.5,818.52,48.29,17.27,31.02,179.64,113Y06M
10010,嘉義縣,10010030,布袋鎮,103.62,2.53,394.57,43.92,9.35,34.57,369.55,113Y06M
10010,嘉義縣,10010040,大林鎮,102.63,2.54,463.67,49.82,13.42,36.4,271.22,113Y06M
