縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數
"63000","臺北市","63000080","文山區","63000080-013","興豐里",93.67,2.37,25438.42,47.94232500812786872700,18.53409431705193922600,29.40823069107592950100,158.6709883976159000
"63000","臺北市","63000080","文山區","63000080-014","興光里",85.42,2.16,10651.16,39.77355732659840857300,14.64572680253990986000,25.12783052405849871300,171.5710718913439600
"63000","臺北市","63000080","文山區","63000080-015","興家里",91.24,2.48,45149.45,42.74642288498679990400,15.08346581576242730200,27.66295706922437260200,183.3992092445333200
"63000","臺北市","63000080","文山區","63000080-016","興得里",91.15,2.28,9465.19,43.73781675347519085000,14.25438596143898977500,29.48343079203620107400,206.8376064840382800
"63000","臺北市","63000080","文山區","63000080-017","興業里",88.85,2.39,39165.35,53.31905779953531422500,13.03150810246818351100,40.28754969706713071400,309.1549288517489900
"63000","臺北市","63000080","文山區","63000080-018","興安里",86.41,2.35,28418.28,48.96768401055482854300,17.36983841620964128900,31.59784559434518725400,181.9121444678137700
"63000","臺北市","63000080","文山區","63000080-019","興福里",89.48,2.65,49567.49,53.53697747761602961500,24.99999999330117899400,28.53697748431485062000,114.1479098455006300
"63000","臺北市","63000080","文山區","63000080-020","興旺里",90.96,2.33,17326.60,37.56839944638023265300,14.65458276083197969200,22.91381668554825296100,156.3593930497556700
"63000","臺北市","63000080","文山區","63000080-021","興泰里",88.62,2.20,8675.52,41.28177585346159117300,12.31650554517847993400,28.96527030828311123900,235.1744179210046000
"63000","臺北市","63000080","文山區","63000080-022","興昌里",88.10,2.30,11054.90,41.28160417583225715400,14.64690496629317677300,26.63469920953908038200,181.8452378246350600
"63000","臺北市","63000080","文山區","63000080-023","試院里",92.27,2.38,15389.64,45.24698132925423022400,16.11416025990907568400,29.13282106934515454000,180.7901904893866600
"63000","臺北市","63000080","文山區","63000080-024","華興里",91.21,2.42,14133.97,45.55869167432198378300,18.44595716114129882800,27.11273451318068495500,146.9846983375475300
"63000","臺北市","63000080","文山區","63000080-025","明義里",90.65,2.37,18848.82,38.65319864018410820200,16.26262625715063089000,22.39057238303347731200,137.6811591352357000
"63000","臺北市","63000080","文山區","63000080-026","明興里",91.42,2.33,31358.21,38.16517666280009011000,12.53724989090309708600,25.62792677189699302400,204.4142611130487900
"63000","臺北市","63000080","文山區","63000080-027","木柵里",87.63,2.40,16550.37,46.49621211387370389600,16.76136363371821912300,29.73484848015548477300,177.4011297764584500
"63000","臺北市","63000080","文山區","63000080-028","木新里",101.99,2.16,31010.53,42.33987304640221104400,11.94460472995605817500,30.39526831644615286800,254.4685987264872000
"63000","臺北市","63000080","文山區","63000080-029","順興里",92.49,2.53,48462.40,44.40268986463554393500,18.09731012300290543500,26.30537974163263850000,145.3551910979724700
"63000","臺北市","63000080","文山區","63000080-030","樟林里",94.54,2.50,34718.05,45.91453601896754228200,15.00089397192903737300,30.91364204703850490800,206.0786648318490300
"63000","臺北市","63000080","文山區","63000080-031","樟新里",88.48,2.47,27512.71,43.10850438733444297900,17.67528658553044879100,25.43321780180399418800,143.8914024979013500
"63000","臺北市","63000080","文山區","63000080-032","樟腳里",93.21,2.60,30369.22,42.97368419921745152700,17.63157894272853185700,25.34210525648891966900,143.7313430690577000
"63000","臺北市","63000080","文山區","63000080-033","萬芳里",88.77,2.43,20425.89,44.41922057426802486300,15.66401815821717401500,28.75520241605085084800,183.5748790053443500
"63000","臺北市","63000080","文山區","63000080-034","博嘉里",91.30,2.53,1402.65,46.82499998829375000300,18.07499999548125000100,28.74999999281250000200,159.0594741921722300
"63000","臺北市","63000080","文山區","63000080-035","萬興里",91.88,2.53,2840.45,46.12443516751400153500,19.88182133822005190500,26.24261382929394963000,131.9930068776284900
"63000","臺北市","63000080","文山區","63000080-036","指南里",102.35,2.28,634.94,42.37521513171249048800,18.58864026898841987300,23.78657486272407061500,127.9629627259945100
"63000","臺北市","63000080","文山區","63000080-037","老泉里",110.77,2.47,233.44,46.58901822530945386800,16.47254572966298547500,30.11647249564646839300,182.8282809815325200
"63000","臺北市","63000080","文山區","63000080-038","忠順里",86.53,2.31,28518.57,45.85106381352799155500,13.90070921492882652000,31.95035459859916503600,229.8469381891659700
"63000","臺北市","63000080","文山區","63000080-039","萬美里",90.61,2.44,9638.31,45.06402312163072632800,13.32094175685234577500,31.74308136477838055300,238.2945732739619000
"63000","臺北市","63000080","文山區","63000080-040","政大里",92.73,2.62,2881.93,42.09688825281172414200,24.20438471990728700100,17.89250353290443714100,73.92257116587102179300
"63000","臺北市","63000080","文山區","63000080-041","樟文里",93.74,2.56,29304.52,46.84684683544026130100,18.72412953038126868000,28.12271730505899262100,150.1950583222431000
"63000","臺北市","63000080","文山區","63000080-042","興邦里",89.40,2.21,23931.37,40.42431191501596562100,13.96215595929984060800,26.46215595571612501300,189.5277203500457500
"63000","臺北市","63000080","文山區","63000080-043","樟樹里",91.66,2.58,60603.66,45.99745868932736382200,18.26556543257129433500,27.73189325675606948600,151.8260866924763700
"63000","臺北市","63000090","南港區","63000090-001","南港里",102.72,2.19,15669.81,43.93361739315236210100,17.13388651779908353500,26.79973087535327856600,156.4136123607151700
"63000","臺北市","63000090","南港區","63000090-002","中南里",100.29,2.42,1981.07,42.16013342695574085600,14.63719765861668154400,27.52293576833905931300,188.0341874984781000
"63000","臺北市","63000090","南港區","63000090-003","新富里",93.57,2.41,21218.03,45.85271316052220420100,17.59689921798569797800,28.25581394253650622400,160.5726868709852700
"63000","臺北市","63000090","南港區","63000090-004","三重里",90.55,2.10,7196.49,45.17157321485625853800,23.04519032007403144200,22.12638289478222709600,96.01301863627907352600
"63000","臺北市","63000090","南港區","63000090-005","東新里",94.61,2.56,28400.61,45.46610168528260557500,18.11440677582321890300,27.35169490945938667200,150.9941518701822800
"63000","臺北市","63000090","南港區","63000090-006","新光里",88.58,2.39,2465.15,48.24808697211112083300,16.67337897032888482900,31.57470800178223600400,189.3719802189082600
"63000","臺北市","63000090","南港區","63000090-007","東明里",92.60,2.25,17747.29,43.94134292669376307500,17.44275790649787550600,26.49858502019588756900,151.9174039057265400
"63000","臺北市","63000090","南港區","63000090-008","西新里",93.37,2.56,9686.41,45.47778841627427663300,18.66410993331284438100,26.81367848296143225200,143.6643833156431800
"63000","臺北市","63000090","南港區","63000090-009","玉成里",96.51,2.29,10915.95,44.49018364645655996000,15.07283090086357476200,29.41735274559298519800,195.1680668168738100
"63000","臺北市","63000090","南港區","63000090-010","合成里",94.20,2.32,21704.71,48.16556913260452278200,13.47601128563593337600,34.68955784696858940600,257.4171025175966800
"63000","臺北市","63000090","南港區","63000090-011","成福里",91.04,2.44,13933.44,47.14052286618861869600,16.03349672875132828300,31.10702613743729041300,194.0127386063532000
"63000","臺北市","63000090","南港區","63000090-012","萬福里",90.95,2.37,39121.44,51.67660206718457449100,14.34426228973760719500,37.33233977744696729600,260.2597395837409400
"63000","臺北市","63000090","南港區","63000090-013","鴻福里",88.15,2.45,36867.67,47.33969984742847890600,13.43792632556687369500,33.90177352186160521100,252.2842633190754700
"63000","臺北市","63000090","南港區","63000090-014","百福里",91.68,2.38,18699.65,45.09971508686617803800,14.95726495300362821900,30.14245013386254981900,201.5238091399546500
"63000","臺北市","63000090","南港區","63000090-015","聯成里",93.58,2.35,36993.73,47.93548385550468262700,14.19354838251821019900,33.74193547298647242800,237.7272721869834700
"63000","臺北市","63000090","南港區","63000090-016","舊莊里",95.85,2.40,1628.27,38.83680279058687386100,14.61941839907525530000,24.21738439151161856200,165.6521737329867700
"63000","臺北市","63000090","南港區","63000090-017","中研里",96.71,2.55,9762.67,49.00521851777475236200,20.09132419763677035300,28.91389432013798200900,143.9123375455257000
"63000","臺北市","63000090","南港區","63000090-018","九如里",92.08,2.51,877.88,46.28597956214345878300,18.75580315256364829300,27.53017640957981049000,146.7821780361606700
"63000","臺北市","63000090","南港區","63000090-019","仁福里",96.55,2.45,16209.83,37.96926176921913283700,12.47165532565591954500,25.49760644356321329200,204.4444440314253700
"63000","臺北市","63000090","南港區","63000090-020","重陽里",89.08,2.21,15867.04,37.38485732703103632300,18.40035946564808819000,18.98449786138294813300,103.1746030486268600
"63000","臺北市","63000100","內湖區","63000100-001","西湖里",92.13,2.39,14809.38,46.52441705971746215100,12.69247689997965752300,33.83194015973780462800,266.5511260545041100
"63000","臺北市","63000100","內湖區","63000100-002","西康里",86.45,2.38,8287.32,44.34298095583609643200,15.69416498751057653800,28.64881596832551989300,182.5443785182008100
"63000","臺北市","63000100","內湖區","63000100-003","西安里",89.84,2.45,5132.00,48.06019279377846395600,14.76604749241334411200,33.29414530136511984400,225.4777066473284900
"63000","臺北市","63000100","內湖區","63000100-005","港墘里",88.30,2.56,9196.61,46.96524717401731591400,20.23984336264321014100,26.72540381137410577300,132.0435306746753000
"63000","臺北市","63000100","內湖區","63000100-006","港都里",90.78,2.62,44432.86,52.05405403998539080000,26.40540539826880935200,25.64864864171658144800,97.13408383097841982500
"63000","臺北市","63000100","內湖區","63000100-007","港富里",92.87,2.62,25783.06,50.43964827331100747000,21.69464428110397373600,28.74500399220703373400,132.4981576031701100
"63000","臺北市","63000100","內湖區","63000100-008","港華里",89.06,2.77,13700.82,53.63065528036859518900,28.36902269709080297900,25.26163258327779221000,89.04653797443442793700
"63000","臺北市","63000100","內湖區","63000100-009","內湖里",82.77,2.11,39746.27,38.31341300612806263700,10.51350154703109748800,27.79991145909696514800,264.4210520749030500
"63000","臺北市","63000100","內湖區","63000100-010","湖濱里",86.72,2.47,12456.53,50.15285019777866387400,19.09728465759804268000,31.05556554018062119400,162.6177022950869100
"63000","臺北市","63000100","內湖區","63000100-011","紫星里",90.61,2.52,35282.43,47.06106143293493219800,16.05478409433996878600,31.00627733859496341300,193.1279618564834600
"63000","臺北市","63000100","內湖區","63000100-012","大湖里",87.27,2.42,1792.73,40.68023566130684636800,15.58650240610966727200,25.09373325519717909600,160.9965632972567600
"63000","臺北市","63000100","內湖區","63000100-013","金龍里",92.37,2.45,31794.86,43.71873261708762295200,13.34074485454676352000,30.37798776254085943200,227.7083328589409700
"63000","臺北市","63000100","內湖區","63000100-014","金瑞里",90.60,2.55,2869.82,49.08616186921536948000,21.40992166635989519900,27.67624020285547428100,129.2682925515566100
"63000","臺北市","63000100","內湖區","63000100-015","碧山里",91.64,2.53,1875.74,41.86375580314053854800,16.37355972986182338200,25.49019607327871516600,155.6790121534827000
"63000","臺北市","63000100","內湖區","63000100-016","紫雲里",89.88,2.51,15275.45,41.80618974078990620500,16.89497716466388199800,24.91121257612602420700,147.4474472260548800
"63000","臺北市","63000100","內湖區","63000100-017","清白里",86.19,2.22,23332.50,40.12993502579877810700,14.89255372065757892400,25.23738130514119918300,169.4630870587661200
"63000","臺北市","63000100","內湖區","63000100-018","葫洲里",89.21,2.72,32162.14,44.92920014448350552200,26.19594335510984627700,18.73325678937365924400,71.51205254089696673400
"63000","臺北市","63000100","內湖區","63000100-019","紫陽里",89.34,2.34,19796.74,41.83190032605160548800,13.65151780774670682400,28.18038251830489866300,206.4267349531790000
"63000","臺北市","63000100","內湖區","63000100-020","瑞陽里",87.00,2.34,37814.56,40.23759340098915627500,11.30484766980171533400,28.93274573118744094100,255.9322029560471100
"63000","臺北市","63000100","內湖區","63000100-021","瑞光里",83.90,2.45,32210.82,45.14497638397000121900,14.96965609744785701400,30.17532028652214420500,201.5765761225752800
"63000","臺北市","63000100","內湖區","63000100-022","五分里",89.29,2.73,37766.28,47.59900012529943426800,29.23299565462005056500,18.36600447067938370300,62.82628259998817164700
"63000","臺北市","63000100","內湖區","63000100-023","東湖里",91.77,2.60,52180.67,39.76780453305011184700,18.29838849102436519000,21.46941604202574665700,117.3295453434379300
"63000","臺北市","63000100","內湖區","63000100-024","樂康里",91.19,2.66,46693.92,43.01056022140494715900,20.95936996224102918200,22.05119025916391797800,105.2092227965762400
"63000","臺北市","63000100","內湖區","63000100-025","內溝里",95.71,2.53,1052.66,39.63881235395200111600,16.13100703516038964300,23.50780531879161147300,145.7305500081014200
"63000","臺北市","63000100","內湖區","63000100-026","週美里",90.62,2.32,17429.94,47.97860625326748367900,23.61176655283753868900,24.36683970042994499000,103.1978680191886300
"63000","臺北市","63000100","內湖區","63000100-027","行善里",94.16,2.33,18731.82,38.72173057252276684900,16.18485742061261407700,22.53687315191015277200,139.2466583970271500
"63000","臺北市","63000100","內湖區","63000100-028","石潭里",89.03,2.08,3500.15,42.38410594549177206500,19.65841756024453901700,22.72568838524723304800,115.6028366744630600
"63000","臺北市","63000100","內湖區","63000100-029","湖興里",95.65,2.02,15579.25,42.72513440142386854800,14.41532257822323209400,28.30981182320063645400,196.3869461580571700
"63000","臺北市","63000100","內湖區","63000100-030","湖元里",90.60,2.35,2744.07,47.26553408255398322500,17.64021409875722269100,29.62531998379676053400,167.9419522850370000
"63000","臺北市","63000100","內湖區","63000100-031","安湖里",91.28,2.89,49640.51,46.60267268085776911700,24.61885939683439499400,21.98381328402337412300,89.29663601735731191300
"63000","臺北市","63000100","內湖區","63000100-032","秀湖里",92.08,2.46,11429.73,45.12820511718480949500,13.16239315917890276900,31.96581195800590672600,242.8571424065730200
"63000","臺北市","63000100","內湖區","63000100-033","安泰里",94.49,2.57,4285.54,40.62829988367785113900,17.89862723920310790900,22.72967264447474323000,126.9911502551752900
"63000","臺北市","63000100","內湖區","63000100-034","金湖里",86.51,2.56,12660.52,44.07996620525412273600,24.73602702734956679900,19.34393917790455593700,78.20147975059676735900
"63000","臺北市","63000100","內湖區","63000100-035","康寧里",90.46,2.90,36187.22,44.29296131193833841000,23.95370957134532188200,20.33925174059301652800,84.91065513903993703600
"63000","臺北市","63000100","內湖區","63000100-036","明湖里",89.08,2.86,61146.86,45.25752166107661354900,27.66445690268626800000,17.59306475839034554900,63.59446998747053457400
"63000","臺北市","63000100","內湖區","63000100-037","蘆洲里",113.59,2.60,1710.10,41.93548382587582384300,21.50537632096196094500,20.43010750491386289800,94.99999952500000237500
"63000","臺北市","63000100","內湖區","63000100-038","麗山里",90.02,2.59,35251.31,51.83168315548720714000,25.99009900346779727600,25.84158415201940986300,99.42857133387755111100
"63000","臺北市","63000100","內湖區","63000100-039","寶湖里",90.63,2.26,9434.39,42.96370677908998611700,21.41730024079510827100,21.54640653829487784600,100.6028130605473500
"63000","臺北市","63000100","內湖區","63000100-040","南湖里",88.15,2.64,15972.75,44.15395786875963256600,26.74897118694045722900,17.40498668181917533700,65.06787324428246765200
"63000","臺北市","63000110","士林區","63000110-001","仁勇里",90.92,2.35,30833.05,50.88211706059257535700,16.72012830123491246900,34.16198875935766288700,204.3165462726221900
"63000","臺北市","63000110","士林區","63000110-002","義信里",94.55,2.26,16925.50,47.90276451482232387300,14.87130599863140800800,33.03145851619091586500,222.1153839034763300
"63000","臺北市","63000110","士林區","63000110-003","福林里",96.43,2.26,1398.82,55.77342044892515226100,15.90413942488881294900,39.86928102403633931200,250.6849306483392800
"63000","臺北市","63000110","士林區","63000110-004","福德里",109.89,1.91,18585.72,50.48463028233602041500,10.41262807798044085400,40.07200220435557956100,384.8404245084031300
"63000","臺北市","63000110","士林區","63000110-005","福志里",90.86,2.41,20178.61,59.21516753544639163700,16.29188712162877268000,42.92328041381761895600,263.4641403742027900
"63000","臺北市","63000110","士林區","63000110-006","舊佳里",90.69,2.35,34320.29,53.80927009754681137500,14.22482684756930558100,39.58444324997750579400,278.2771530369341700
"63000","臺北市","63000110","士林區","63000110-007","福佳里",90.13,2.50,14739.94,50.68168345175228542700,17.58545741600761560600,33.09622603574466982100,188.2022469795480400
"63000","臺北市","63000110","士林區","63000110-008","後港里",95.80,2.52,13403.48,48.61374856653745754500,17.88834029284308008100,30.72540827369437746400,171.7622078856027500
"63000","臺北市","63000110","士林區","63000110-009","福中里",93.62,2.61,25955.14,46.33930545314326355800,19.44260119012550294400,26.89670426301776061400,138.3390214580898500
"63000","臺北市","63000110","士林區","63000110-010","前港里",92.01,2.54,25827.01,46.84441442900964751000,17.34728315310587811200,29.49713127590376939700,170.0389101750215800
"63000","臺北市","63000110","士林區","63000110-011","百齡里",94.33,2.68,44532.09,51.02833636859498711900,18.76142595549327560400,32.26691041310171151400,171.9853834689581200
"63000","臺北市","63000110","士林區","63000110-012","承德里",86.28,2.26,33785.79,47.75711158431151214900,14.96170677927743250000,32.79540480503407964900,219.1956120307210000
"63000","臺北市","63000110","士林區","63000110-013","福華里",91.94,2.34,40053.64,45.93137253776191849600,14.26470587885668973600,31.66666665890522876000,221.9931267663348300
"63000","臺北市","63000110","士林區","63000110-014","明勝里",93.31,2.40,16413.21,51.29198964751550722000,15.53617570557617063800,35.75581394193933658200,230.1455296670571100
"63000","臺北市","63000110","士林區","63000110-015","福順里",96.11,2.43,24832.71,45.84375867505038680100,13.84487072175566563200,31.99888795329472117000,231.1244975278624500
"63000","臺北市","63000110","士林區","63000110-016","富光里",94.22,2.66,20775.67,44.87936975753831369800,15.31265386132135552400,29.56671589621695817400,193.0868164098282700
"63000","臺北市","63000110","士林區","63000110-017","葫蘆里",91.49,2.58,23920.60,48.42728757180815204800,18.64787581318466588800,29.77941175862348616000,159.6933185545527700
"63000","臺北市","63000110","士林區","63000110-018","葫東里",93.91,2.47,20628.04,45.53767372145659337200,16.42282369552932564200,29.11485002592726773000,177.2828503846707100
"63000","臺北市","63000110","士林區","63000110-019","社子里",96.53,2.52,16929.71,45.60073511472530780700,16.35653571873270486600,29.24419939599260294100,178.7921345803481300
"63000","臺北市","63000110","士林區","63000110-020","社新里",98.28,2.53,21259.03,45.48772394733116722800,15.62707365367832222100,29.86065029365284500800,191.0828023449227200
"63000","臺北市","63000110","士林區","63000110-021","社園里",98.48,2.67,34653.86,47.72965054452193962200,18.18372043980252763300,29.54593010471941198900,162.4856154631926200
"63000","臺北市","63000110","士林區","63000110-022","永倫里",100.15,2.43,10964.31,45.99348533203181643200,12.92073832509864531500,33.07274700693317111700,255.9663861244262400
"63000","臺北市","63000110","士林區","63000110-023","福安里",112.52,2.33,1870.18,34.65564737337309989700,10.79889806865044130300,23.85674930472265859400,220.9183667833715100
"63000","臺北市","63000110","士林區","63000110-024","富洲里",107.28,2.00,1832.99,37.29619564372821656600,11.29981883802087435700,25.99637680570734220900,230.0601197794386400
"63000","臺北市","63000110","士林區","63000110-025","岩山里",90.18,2.60,6781.48,54.45269014171953147400,17.90352503807814237600,36.54916510364138909800,204.1450771913340000
"63000","臺北市","63000110","士林區","63000110-026","名山里",85.37,2.62,17818.39,55.30875165364088146300,18.76943580213917463300,36.53931585150170683000,194.6745559826336600
"63000","臺北市","63000110","士林區","63000110-027","德行里",87.72,2.30,22227.15,51.86476122277282634300,16.90484488779893869400,34.95991633497388764900,206.8041232849399500
"63000","臺北市","63000110","士林區","63000110-028","德華里",86.46,2.45,18815.42,54.13888887385030864600,19.74999999451388889000,34.38888887933641975600,174.1209561545415500
"63000","臺北市","63000110","士林區","63000110-029","聖山里",85.84,2.59,45943.17,52.34042551600594969100,18.60182370255263717200,33.73860181345331251900,181.3725487232474700
"63000","臺北市","63000110","士林區","63000110-030","忠誠里",86.47,2.45,36278.28,56.45778168389003186700,16.76963812392773223800,39.68814355996229962900,236.6666662514619900
"63000","臺北市","63000110","士林區","63000110-031","芝山里",89.42,2.65,6807.69,54.34202421384889669200,20.73496201586225374300,33.60706219798664294800,162.0792077603176200
"63000","臺北市","63000110","士林區","63000110-032","東山里",93.25,2.75,3321.99,49.77565059833214161000,17.28985940254565976600,32.48579119578648184400,187.8892730313334400
"63000","臺北市","63000110","士林區","63000110-033","三玉里",87.38,2.58,10666.76,57.06806281149956935500,19.81262055116764382700,37.25544226033192552800,188.0389427148276200
"63000","臺北市","63000110","士林區","63000110-034","蘭雅里",85.61,2.55,41111.77,56.98827771740517985300,21.08205590241982761000,35.90622181498535224300,170.3165096917737300
"63000","臺北市","63000110","士林區","63000110-035","蘭興里",87.65,2.53,23175.33,54.64426876120447906100,19.46640315724644190800,35.17786560395803715300,180.7106596691489100
"63000","臺北市","63000110","士林區","63000110-036","天福里",86.30,2.64,31249.51,56.00388914535637113600,22.75157996530102577400,33.25230918005534536200,146.1538459976988800
"63000","臺北市","63000110","士林區","63000110-037","天祿里",86.15,2.63,36572.31,58.57714811870121708700,21.09639666735559080200,37.48075145134562628500,177.6642333172784900
"63000","臺北市","63000110","士林區","63000110-038","天壽里",85.55,2.56,24031.48,62.74007680450061562000,23.71959026129334498700,39.02048654320727063300,164.5074221801519300
"63000","臺北市","63000110","士林區","63000110-039","天和里",91.61,2.67,18187.13,54.85834206613675927300,20.65057712053503103500,34.20776494560172823800,165.6504063357211300
"63000","臺北市","63000110","士林區","63000110-040","天山里",85.51,2.54,41298.74,60.52014993895966496300,21.34489221617973472000,39.17525772277993024300,183.5345771860213200
"63000","臺北市","63000110","士林區","63000110-041","天玉里",84.41,2.53,34735.75,59.96037462896967315800,23.59510086030347607000,36.36527376866619708800,154.1221372869296700
"63000","臺北市","63000110","士林區","63000110-042","天母里",87.26,2.59,3535.17,58.90935181561603639900,22.26740013818048310500,36.64195167743555329400,164.5542425729814800
"63000","臺北市","63000110","士林區","63000110-043","永福里",94.76,2.62,863.95,55.35248034549284550200,12.27154045395360254100,43.08093989153924296100,351.0638260525124900
"63000","臺北市","63000110","士林區","63000110-044","公館里",108.31,2.45,726.34,46.35241296705677557000,11.11111109864072828400,35.24130186841604728600,317.1717139679624900
"63000","臺北市","63000110","士林區","63000110-045","新安里",99.67,2.49,935.31,54.97872335746491629200,9.70212765131733816900,45.27659570614757812200,466.6666625730994500
"63000","臺北市","63000110","士林區","63000110-046","陽明里",95.65,2.04,1318.52,54.25816815519112578700,10.92662024053207271500,43.33154791465905307200,396.5686255070165400
"63000","臺北市","63000110","士林區","63000110-047","菁山里",122.87,2.61,129.67,44.21252367721771947100,10.43643262766941875900,33.77609104954830071200,323.6363606942149000
"63000","臺北市","63000110","士林區","63000110-048","平等里",103.75,2.67,228.61,44.24778756711131999300,10.71779743292251973200,33.52999013418880026100,312.8440338271189600
"63000","臺北市","63000110","士林區","63000110-049","溪山里",104.29,2.49,144.27,47.35264730534201068400,12.08791207583625167200,35.26473522950575901100,291.7355347790451700
"63000","臺北市","63000110","士林區","63000110-050","翠山里",87.06,2.17,1573.83,53.60144054405675837700,10.62424969350285132400,42.97719085055390705200,404.5197717258770000
"63000","臺北市","63000110","士林區","63000110-051","臨溪里",96.85,2.33,1224.16,54.40763612891205158400,13.19483435530890827900,41.21280177360314330500,312.3404242028067100
"63000","臺北市","63000120","北投區","63000120-001","建民里",90.54,2.32,3957.42,53.62165961546355147100,17.96765118918155724700,35.65400842628199422400,198.4344418817329900
"63000","臺北市","63000120","北投區","63000120-002","文林里",93.26,2.39,38231.40,52.31811695709054316800,16.97574892404573861500,35.34236803304480455300,208.1932768735435400
"63000","臺北市","63000120","北投區","63000120-003","石牌里",87.79,2.41,45506.35,51.32850239996120096600,16.18357487434070806900,35.14492752562049289700,217.1641786993205600
"63000","臺北市","63000120","北投區","63000120-004","福興里",89.87,2.64,21151.62,54.43786981098100807000,26.75401520989982772400,27.68385460108118034600,103.4755133463858500
"63000","臺北市","63000120","北投區","63000120-005","榮光里",91.09,2.74,52069.51,58.46378625371242198800,30.13984553743689302100,28.32394071627552896800,93.97506918699787452400
"63000","臺北市","63000120","北投區","63000120-006","榮華里",86.47,2.47,19238.39,55.50371154708298800700,20.59384941238730659300,34.90986213469568141400,169.5159627502410300
"63000","臺北市","63000120","北投區","63000120-007","裕民里",88.12,2.43,43943.96,52.71515388105956599100,19.05508723406095133600,33.66006664699861465500,176.6460903532447600
"63000","臺北市","63000120","北投區","63000120-008","振華里",90.18,2.55,26631.78,58.37239027303528115200,20.85641243697136505400,37.51597783606391609800,179.8774257611058000
"63000","臺北市","63000120","北投區","63000120-009","永和里",89.28,2.46,5679.94,52.24874167036065243200,20.29550251334705268500,31.95323915701359974700,157.4399998740480000
"63000","臺北市","63000120","北投區","63000120-010","永欣里",84.72,2.29,11688.43,54.83692646861305943100,24.41496222140870421600,30.42196424720435521500,124.6037734908650800
"63000","臺北市","63000120","北投區","63000120-011","永明里",87.85,2.68,44069.35,55.09445647101441422400,27.43883554430509893300,27.65562092670931529100,100.7900676063317500
"63000","臺北市","63000120","北投區","63000120-012","東華里",90.69,2.72,7194.21,55.79163808917353047000,24.29746400812287045600,31.49417408105066001300,129.6191817635836600
"63000","臺北市","63000120","北投區","63000120-013","吉利里",87.31,2.71,41264.22,56.46906100033122868900,29.33794893350541996200,27.13111206682580872600,92.47787603799566663900
"63000","臺北市","63000120","北投區","63000120-014","吉慶里",89.91,2.77,14381.54,58.43498956904641786100,28.68193989030587923500,29.75304967874053862600,103.7344397264165600
"63000","臺北市","63000120","北投區","63000120-015","尊賢里",88.28,2.72,64533.16,59.08652297874347926100,27.43647474189885019600,31.65004823684462906500,115.3575614122420100
"63000","臺北市","63000120","北投區","63000120-016","立賢里",91.25,2.75,13480.80,54.48145137977756529100,27.26780394604175360200,27.21364743373581168900,99.80139016901550132200
"63000","臺北市","63000120","北投區","63000120-017","立農里",89.43,2.65,29922.80,52.55102039978459496200,26.08418366931055745100,26.46683673047403751100,101.4669926030152900
"63000","臺北市","63000120","北投區","63000120-018","八仙里",92.32,2.45,1385.46,46.38720351726773206900,15.63706563275315343800,30.75013788451457863100,196.6490296355396300
"63000","臺北市","63000120","北投區","63000120-019","洲美里",96.91,2.74,1412.53,46.49793993731728079000,22.83696290592291765400,23.66097703139436313600,103.6082471556488500
"63000","臺北市","63000120","北投區","63000120-020","奇岩里",91.24,2.35,6524.56,46.73241288011408114700,15.96318211492923312100,30.76923076518484802600,192.7512354260698200
"63000","臺北市","63000120","北投區","63000120-021","清江里",104.00,2.11,41944.47,41.27079274070571066400,11.08946500658032893700,30.18132773412538172700,272.1621617943754600
"63000","臺北市","63000120","北投區","63000120-022","中央里",93.00,2.39,29141.57,46.05649302163307171300,15.05869405446465626300,30.99779896716841545000,205.8465283729031300
"63000","臺北市","63000120","北投區","63000120-023","長安里",86.02,2.14,29056.27,42.55370503438240284000,14.04779145207632356900,28.50591358230607927100,202.9209618506512700
"63000","臺北市","63000120","北投區","63000120-024","大同里",93.17,2.40,8388.61,46.89636312636139920000,15.85999452669948194500,31.03636859966191725500,195.6896548350178400
"63000","臺北市","63000120","北投區","63000120-025","溫泉里",87.67,2.31,25689.25,47.47918592796503563200,13.66790008934599905400,33.81128583861903657800,247.3773261465696700
"63000","臺北市","63000120","北投區","63000120-026","林泉里",98.52,1.99,1969.40,45.76942105602700591000,11.57842651579493987300,34.19099454023206603700,295.2991440371831500
"63000","臺北市","63000120","北投區","63000120-027","中心里",85.04,2.04,15062.91,44.07423970391899827700,11.51610017631571999600,32.55813952760327828100,282.7184460529738900
"63000","臺北市","63000120","北投區","63000120-028","中庸里",91.91,2.35,38202.48,43.78742513331308939600,12.94910179156096489800,30.83832334175212449800,238.1502883290454100
"63000","臺北市","63000120","北投區","63000120-029","開明里",90.87,2.40,15793.92,44.03319873395397067400,11.88873934233092432900,32.14445939162304634600,270.3773579804200800
"63000","臺北市","63000120","北投區","63000120-030","中和里",90.47,2.38,21177.36,47.61754495184047177300,13.15872514573722778600,34.45881980610324398700,261.8705029691354800
"63000","臺北市","63000120","北投區","63000120-031","智仁里",88.97,2.55,55352.90,45.72417201044879584500,16.04053385663852351500,29.68363815381027233000,185.0539288365887100
"63000","臺北市","63000120","北投區","63000120-032","秀山里",92.55,2.56,2588.22,49.11778729178932413400,13.44778254008212563700,35.67000475170719849700,265.2482260097580600
