縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
65000,新北市,65000010,板橋區,65000010-076,福星里,90.9,2.55,26442.92,47.40802674,16.38795986,31.02006688,189.2857138,113Y06M
65000,新北市,65000010,板橋區,65000010-077,鄉雲里,88.95,2.23,17393.95,44.41458732,14.58733205,29.82725527,204.4736837,113Y06M
65000,新北市,65000010,板橋區,65000010-078,廣德里,94.14,2.5,46958.75,44.68704511,16.65626949,28.03077562,168.2896377,113Y06M
65000,新北市,65000010,板橋區,65000010-079,大豐里,92.66,2.52,47696.43,48.05999346,14.24845125,33.81154221,237.2997706,113Y06M
65000,新北市,65000010,板橋區,65000010-080,重慶里,92.29,2.59,36200.91,41.1060802,15.81500647,25.29107373,159.9182002,113Y06M
65000,新北市,65000010,板橋區,65000010-081,仁愛里,96.81,2.55,33521.25,51.55850789,14.15431783,37.40419007,264.2599268,113Y06M
65000,新北市,65000010,板橋區,65000010-082,和平里,86.26,2.36,61658.92,37.71820448,22.16334164,15.55486284,70.18284097,113Y06M
65000,新北市,65000010,板橋區,65000010-083,廣福里,95.21,2.55,15541.85,40.90584877,16.26248216,24.64336661,151.5350874,113Y06M
65000,新北市,65000010,板橋區,65000010-084,華興里,91.13,2.48,61945.29,42.5260329,15.21666106,27.30937184,179.4701983,113Y06M
65000,新北市,65000010,板橋區,65000010-085,華貴里,96.28,2.53,35935.29,49.26427307,16.00941729,33.25485578,207.7205875,113Y06M
65000,新北市,65000010,板橋區,65000010-086,華德里,91.85,2.33,26334.22,41.53969526,15.11627907,26.42341619,174.8010608,113Y06M
65000,新北市,65000010,板橋區,65000010-087,華東里,93,2.19,16157.33,43.53104404,15.46999653,28.06104752,181.3901343,113Y06M
65000,新北市,65000010,板橋區,65000010-088,信義里,95.45,2.43,50122.68,46.03227974,14.59314055,31.4391392,215.4377875,113Y06M
65000,新北市,65000010,板橋區,65000010-089,浮洲里,100.93,2.56,5013.72,44.38312966,14.30823807,30.07489159,210.1928369,113Y06M
65000,新北市,65000010,板橋區,65000010-090,華中里,97.61,2.65,9255.86,46.84862126,17.07934721,29.76927405,174.299835,113Y06M
65000,新北市,65000010,板橋區,65000010-091,僑中里,99.62,2.66,45015.38,39.45376767,16.02500822,23.42875945,146.2012317,113Y06M
65000,新北市,65000010,板橋區,65000010-092,中山里,94.99,2.27,17684.46,38.57819904,15.67772512,22.90047393,146.0701328,113Y06M
65000,新北市,65000010,板橋區,65000010-093,復興里,154.79,3.38,9244.62,87.12273624,17.90744463,69.21529161,386.5168496,113Y06M
65000,新北市,65000010,板橋區,65000010-094,大安里,101.53,2.59,44298.13,47.07852622,14.47711202,32.6014142,225.1928015,113Y06M
65000,新北市,65000010,板橋區,65000010-095,福安里,90.48,2.17,10601.74,37.27352682,16.3412489,20.93227792,128.0947254,113Y06M
65000,新北市,65000010,板橋區,65000010-096,聚安里,97.17,2.61,19199.73,46.23143736,15.94284113,30.28859624,189.982425,113Y06M
65000,新北市,65000010,板橋區,65000010-097,龍安里,93.36,2.54,12073.21,48.11372332,14.59814105,33.51558227,229.5880141,113Y06M
65000,新北市,65000010,板橋區,65000010-098,崑崙里,94.73,2.66,33673.14,37.46083639,17.15025201,20.31058439,118.4273232,113Y06M
65000,新北市,65000010,板橋區,65000010-099,溪洲里,95.51,2.68,41667.51,45.66120752,16.79296015,28.86824737,171.9068411,113Y06M
65000,新北市,65000010,板橋區,65000010-100,溪北里,95.84,2.6,29362.04,45.0140168,17.7813376,27.2326792,153.1531528,113Y06M
65000,新北市,65000010,板橋區,65000010-101,香雅里,97.69,2.3,16484.86,45.03856039,14.19023136,30.84832903,217.3913036,113Y06M
65000,新北市,65000010,板橋區,65000010-102,新生里,98.44,2.64,73501.45,57.83358319,19.71514242,38.11844077,193.3460072,113Y06M
65000,新北市,65000010,板橋區,65000010-103,文德里,97.72,2.28,58202.56,37.79264212,11.20401337,26.58862875,237.313432,113Y06M
65000,新北市,65000010,板橋區,65000010-104,文化里,91.07,2.35,25534.68,48.02660752,15.3880266,32.63858092,212.1037458,113Y06M
65000,新北市,65000010,板橋區,65000010-105,新海里,97.29,2.66,31078.69,45.41503692,15.99304649,29.42199043,183.9673908,113Y06M
65000,新北市,65000010,板橋區,65000010-106,莒光里,93.58,2.42,47384.94,50.83426026,16.90767519,33.92658508,200.6578941,113Y06M
65000,新北市,65000010,板橋區,65000010-107,富貴里,91.85,2.58,38186.47,50.4563233,15.25423728,35.20208603,230.7692298,113Y06M
65000,新北市,65000010,板橋區,65000010-108,正泰里,89.53,2.64,78641.14,52.55362612,19.40755872,33.1460674,170.7894732,113Y06M
65000,新北市,65000010,板橋區,65000010-109,民生里,91.32,2.42,55447.16,48.49476437,20.74607328,27.74869108,133.7539428,113Y06M
65000,新北市,65000010,板橋區,65000010-110,後埔里,92.38,2.35,63709.5,52.1909233,17.72300469,34.46791861,194.4812358,113Y06M
65000,新北市,65000010,板橋區,65000010-111,華福里,89.43,2.6,47500.42,58.81870381,16.32485643,42.49384738,260.3015062,113Y06M
65000,新北市,65000010,板橋區,65000010-112,堂春里,97.85,2.82,12708.51,40.61178001,18.67881548,21.93296452,117.4216026,113Y06M
65000,新北市,65000010,板橋區,65000010-113,成和里,94.96,2.57,18532.36,35.60744253,19.15359358,16.45384896,85.90476182,113Y06M
65000,新北市,65000010,板橋區,65000010-114,光榮里,99.6,2.44,56324.11,52.65729991,15.6994502,36.9578497,235.4085594,113Y06M
65000,新北市,65000010,板橋區,65000010-115,民安里,86.63,2.48,42414.08,66.53666141,26.91107642,39.62558499,147.2463764,113Y06M
65000,新北市,65000010,板橋區,65000010-116,陽明里,95.45,2.51,56782.23,51.12521636,13.44489324,37.68032312,280.2575095,113Y06M
65000,新北市,65000010,板橋區,65000010-117,朝陽里,91.24,2.59,51833.01,53.00546446,18.67030965,34.33515481,183.9024386,113Y06M
65000,新北市,65000010,板橋區,65000010-118,松柏里,91.78,2.35,23237.87,44.05458087,11.82586094,32.22871993,272.527471,113Y06M
65000,新北市,65000010,板橋區,65000010-119,文聖里,94.34,2.74,73126.06,40.21144731,15.0929639,25.1184834,166.4251204,113Y06M
65000,新北市,65000010,板橋區,65000010-120,居仁里,96.92,2.47,60754.51,42.38505746,17.78017241,24.60488505,138.3838381,113Y06M
65000,新北市,65000010,板橋區,65000010-121,莊敬里,90.47,2.6,54844.82,47.24950883,25.83497052,21.4145383,82.88973374,113Y06M
65000,新北市,65000010,板橋區,65000010-122,東安里,92.28,2.83,82594.78,60.08911517,29.15340546,30.93570972,106.1135369,113Y06M
65000,新北市,65000010,板橋區,65000010-123,五權里,98.38,2.61,29807.53,51.96506548,18.81368267,33.15138281,176.2088971,113Y06M
65000,新北市,65000010,板橋區,65000010-124,溪福里,94.83,2.77,10780.42,32.87821864,16.68652066,16.19169797,97.03459632,113Y06M
65000,新北市,65000010,板橋區,65000010-125,大觀里,97.54,2.71,51792.15,45.06420544,17.61637238,27.44783305,155.8086557,113Y06M
65000,新北市,65000010,板橋區,65000010-126,歡園里,112.64,2.58,1870.29,41.06041918,12.82367446,28.23674472,220.1923056,113Y06M
65000,新北市,65000020,三重區,65000020-001,大有里,99.39,2.53,18569.48,42.35453314,14.15426251,28.20027063,199.2351813,113Y06M
65000,新北市,65000020,三重區,65000020-002,二重里,104.63,2.62,8077.95,38.72881353,12.79661016,25.93220337,202.6490053,113Y06M
65000,新北市,65000020,三重區,65000020-003,頂崁里,101.99,2.42,3854.44,37.33065728,16.50777721,20.82288007,126.1398172,113Y06M
65000,新北市,65000020,三重區,65000020-004,谷王里,104,1.91,7670.31,32.87671231,12.26027396,20.61643834,168.1564236,113Y06M
65000,新北市,65000020,三重區,65000020-005,中興里,99.3,2.35,5516.93,40.81632652,11.75228712,29.0640394,247.3053885,113Y06M
65000,新北市,65000020,三重區,65000020-006,德厚里,95.6,1.74,5501.13,31.61993765,11.05919001,20.56074763,185.9154903,113Y06M
65000,新北市,65000020,三重區,65000020-007,成功里,90.56,2.14,32753.06,36.02616227,15.9625243,20.06363797,125.6921372,113Y06M
65000,新北市,65000020,三重區,65000020-008,福祉里,93.41,2.23,36246.35,41.89667373,17.55130927,24.34536447,138.7096772,113Y06M
65000,新北市,65000020,三重區,65000020-009,福民里,93.31,2.51,50177.43,49.97762861,16.82326621,33.1543624,197.0744676,113Y06M
65000,新北市,65000020,三重區,65000020-010,過田里,122.92,1.73,64530.46,37.56726139,9.515717926,28.05154347,294.7916662,113Y06M
65000,新北市,65000020,三重區,65000020-011,錦田里,98.29,2.4,42874.52,45.77278729,15.05944517,30.71334212,203.9473675,113Y06M
65000,新北市,65000020,三重區,65000020-012,重明里,92.39,2.29,31029.57,46.30969608,18.05354558,28.2561505,156.5130257,113Y06M
65000,新北市,65000020,三重區,65000020-013,光田里,92.48,2.18,52873.9,41.58893534,10.09971051,31.48922482,311.7834385,113Y06M
65000,新北市,65000020,三重區,65000020-014,光陽里,98.31,2.34,41455.79,37.63066201,9.189895468,28.44076654,309.4786723,113Y06M
65000,新北市,65000020,三重區,65000020-015,田心里,97.84,2.42,34824.68,41.15586689,10.99824868,30.1576182,274.2038208,113Y06M
65000,新北市,65000020,三重區,65000020-016,福田里,98.54,2.68,79554.76,41.60066693,12.5052105,29.09545643,232.6666659,113Y06M
65000,新北市,65000020,三重區,65000020-017,田中里,94.69,2.66,57340.63,47.59246335,18.79506862,28.79739474,153.2178216,113Y06M
65000,新北市,65000020,三重區,65000020-018,田安里,92.45,2.53,49431.53,39.79428571,12.73142857,27.06285714,212.5673246,113Y06M
65000,新北市,65000020,三重區,65000020-019,三民里,94.68,2.52,52791.13,45.05718952,18.66830065,26.38888888,141.3566737,113Y06M
65000,新北市,65000020,三重區,65000020-020,光明里,93.95,2.41,29700.48,41.77334337,16.79216867,24.98117469,148.766816,113Y06M
65000,新北市,65000020,三重區,65000020-021,光正里,91.28,2.05,39095.95,36.03219695,13.16287878,22.86931817,173.7410066,113Y06M
65000,新北市,65000020,三重區,65000020-022,同安里,94.48,2.08,23133.3,38.19849872,12.34361967,25.85487904,209.459458,113Y06M
65000,新北市,65000020,三重區,65000020-023,同慶里,92.33,2.31,34524.27,42.20472438,14.17322834,28.03149604,197.7777767,113Y06M
65000,新北市,65000020,三重區,65000020-024,菜寮里,91.05,2.38,49184.29,44.47989787,14.86917676,29.6107211,199.14163,113Y06M
65000,新北市,65000020,三重區,65000020-025,永春里,92.48,2.28,69966.32,43.48484845,15.9090909,27.57575755,173.3333325,113Y06M
65000,新北市,65000020,三重區,65000020-026,中正里,94.63,2.34,63752.46,47.32334042,11.8843683,35.43897212,298.1981955,113Y06M
65000,新北市,65000020,三重區,65000020-027,吉利里,94.13,2.14,38771,38.79999996,8.499999992,30.29999997,356.470584,113Y06M
65000,新北市,65000020,三重區,65000020-028,大同里,92.48,2.08,54314.93,37.3387644,9.232858106,28.10590629,304.4117625,113Y06M
65000,新北市,65000020,三重區,65000020-029,中民里,103.06,2.4,59294.6,43.50961533,10.09615383,33.4134615,330.952377,113Y06M
65000,新北市,65000020,三重區,65000020-030,平和里,101.15,2.22,52039.01,40.71748875,10.40358743,30.31390132,291.3793078,113Y06M
65000,新北市,65000020,三重區,65000020-031,大安里,100.12,2.39,47323.45,37.61391878,9.942004963,27.67191381,278.333331,113Y06M
65000,新北市,65000020,三重區,65000020-032,仁德里,96.62,2.14,36945.81,47.68875189,9.784283506,37.90446838,387.4015718,113Y06M
65000,新北市,65000020,三重區,65000020-033,忠孝里,90.89,2.38,63914.96,47.01612899,15.08064515,31.93548385,211.7647047,113Y06M
65000,新北市,65000020,三重區,65000020-034,仁義里,100.96,2.28,29282.28,35.21779422,12.51158479,22.70620943,181.4814801,113Y06M
65000,新北市,65000020,三重區,65000020-035,光榮里,98.42,2.01,40422.35,42.37113398,9.99999999,32.37113399,323.7113369,113Y06M
65000,新北市,65000020,三重區,65000020-036,光輝里,94.32,2.29,17664.2,46.28687686,11.39369277,34.89318409,306.2499973,113Y06M
65000,新北市,65000020,三重區,65000020-037,福星里,91.04,1.94,56558.27,36.30136982,8.219178073,28.08219175,341.6666619,113Y06M
65000,新北市,65000020,三重區,65000020-038,福利里,82.5,2.15,47213.29,33.93375942,11.67925624,22.25450318,190.5472627,113Y06M
65000,新北市,65000020,三重區,65000020-039,清和里,87.56,2.07,63166.31,34.01382943,9.153770165,24.86005926,271.5827328,113Y06M
65000,新北市,65000020,三重區,65000020-040,永興里,84.14,1.95,47381.32,40.8144796,11.94570135,28.86877825,241.6666648,113Y06M
65000,新北市,65000020,三重區,65000020-041,中山里,98.53,2.2,17898.92,44.82018248,12.98980139,31.83038109,245.0413213,113Y06M
65000,新北市,65000020,三重區,65000020-042,大園里,98.45,2.37,64606.78,46.1618257,17.79045642,28.37136928,159.4752182,113Y06M
65000,新北市,65000020,三重區,65000020-043,國隆里,94.05,2.18,55415.07,37.13171576,13.084922,24.04679375,183.7748338,113Y06M
65000,新北市,65000020,三重區,65000020-044,重陽里,97.28,2.42,29761.97,43.127572,13.00411522,30.12345678,231.6455689,113Y06M
65000,新北市,65000020,三重區,65000020-045,民生里,96.1,2.4,55669.15,43.0582842,14.01440733,29.04387687,207.2429902,113Y06M
65000,新北市,65000020,三重區,65000020-046,重新里,92.29,2.2,44703.26,49.15254232,11.96410767,37.18843466,310.8333307,113Y06M
65000,新北市,65000020,三重區,65000020-047,正德里,97.89,2.16,37161.95,49.8666666,12.79999998,37.06666662,289.5833303,113Y06M
65000,新北市,65000020,三重區,65000020-048,正義里,101.13,2.33,28347.45,48.8294314,15.63545149,33.19397991,212.2994641,113Y06M
65000,新北市,65000020,三重區,65000020-049,正安里,91.49,2.25,53978,46.66142966,11.9402985,34.72113116,290.7894718,113Y06M
65000,新北市,65000020,三重區,65000020-050,自強里,93.49,2.34,50653.23,47.55996688,12.98593878,34.57402809,266.2420365,113Y06M
65000,新北市,65000020,三重區,65000020-051,文化里,100.93,2.31,31845.7,51.29099787,12.97976273,38.31123514,295.1612887,113Y06M
65000,新北市,65000020,三重區,65000020-052,中央里,93.83,2.1,46646.56,46.59810123,13.76582277,32.83227846,238.5057458,113Y06M
65000,新北市,65000020,三重區,65000020-053,雙園里,91.85,2.28,35136.73,42.12076577,14.43298967,27.6877761,191.8367327,113Y06M
65000,新北市,65000020,三重區,65000020-054,錦通里,90.95,2.2,46887.42,54.93421047,10.08771929,44.84649118,444.5652126,113Y06M
65000,新北市,65000020,三重區,65000020-055,錦安里,91.89,2.31,55782.71,49.91776312,10.69078946,39.22697365,366.9230741,113Y06M
65000,新北市,65000020,三重區,65000020-056,長安里,96.24,2.31,47275.28,44.96177898,11.60528144,33.35649754,287.425148,113Y06M
65000,新北市,65000020,三重區,65000020-057,光華里,86.97,1.96,56651.48,37.21198155,9.447004603,27.76497694,293.9024372,113Y06M
65000,新北市,65000020,三重區,65000020-058,長生里,97.95,2.21,53102.73,38.71999994,8.479999986,30.23999995,356.6037669,113Y06M
65000,新北市,65000020,三重區,65000020-059,開元里,97.15,2.05,36020.1,40.61738421,10.23558082,30.38180339,296.8253945,113Y06M
65000,新北市,65000020,三重區,65000020-060,大德里,89.6,2.22,35913.12,42.95900171,9.090909075,33.86809263,372.5490123,113Y06M
65000,新北市,65000020,三重區,65000020-061,長元里,103.57,2.34,61027.9,41.22049508,10.99597006,30.22452503,274.8691085,113Y06M
65000,新北市,65000020,三重區,65000020-062,長江里,94.73,2.21,44580.69,39.87603303,10.26170798,29.61432505,288.5906021,113Y06M
65000,新北市,65000020,三重區,65000020-063,長泰里,96.73,2.31,70098.96,47.90419158,12.0425815,35.86161009,297.7900536,113Y06M
65000,新北市,65000020,三重區,65000020-064,長福里,87.28,2.33,47297.25,38.76651979,11.10132158,27.66519821,249.2063472,113Y06M
65000,新北市,65000020,三重區,65000020-065,介壽里,99.48,2.26,33648.78,49.60937494,13.02083332,36.58854162,280.9999972,113Y06M
65000,新北市,65000020,三重區,65000020-066,萬壽里,98.1,2.37,71406.14,41.01283877,10.27104136,30.74179741,299.3055535,113Y06M
65000,新北市,65000020,三重區,65000020-067,錦江里,98.62,2.4,110923.95,38.17527009,10.26410564,27.91116445,271.929823,113Y06M
65000,新北市,65000020,三重區,65000020-068,龍濱里,94.76,2.44,47753.59,37.68421051,11.91578947,25.76842104,216.2544162,113Y06M
65000,新北市,65000020,三重區,65000020-069,龍門里,99.69,2.35,48820.28,39.03318901,11.76046175,27.27272725,231.9018391,113Y06M
65000,新北市,65000020,三重區,65000020-070,秀江里,96.09,2.42,55063.46,40.22346364,12.73743015,27.48603349,215.7894718,113Y06M
65000,新北市,65000020,三重區,65000020-071,奕壽里,86.99,2.15,15055.04,46.11443207,14.00512381,32.10930826,229.2682913,113Y06M
65000,新北市,65000020,三重區,65000020-072,三安里,93.5,2.11,46146.2,45.31688163,11.38530566,33.93157598,298.0295552,113Y06M
65000,新北市,65000020,三重區,65000020-073,福安里,94.74,2.34,47169.34,37.38404451,9.833024114,27.5510204,280.1886779,113Y06M
