縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數
"10007","彰化縣","10007240","大城鄉",116.8900000000000000,2.98,238.18,50.51,10.57,39.94,377.95
"10007","彰化縣","10007250","竹塘鄉",109.6400000000000000,3.12,339.96,55.22,17.62,37.61,213.46
"10007","彰化縣","10007260","溪州鄉",108.4700000000000000,3.09,374.77,45.09,13.89,31.20,224.59
"10008","南投縣","10008010","南投市",99.1900000000000000,2.71,1362.00,44.54,17.06,27.48,161.09
"10008","南投縣","10008020","埔里鎮",97.9600000000000000,2.65,476.71,44.39,15.14,29.25,193.17
"10008","南投縣","10008030","草屯鎮",100.4700000000000000,2.79,932.02,42.42,15.81,26.60,168.22
"10008","南投縣","10008040","竹山鎮",103.9400000000000000,2.54,209.09,45.92,13.77,32.15,233.50
"10008","南投縣","10008050","集集鎮",109.9500000000000000,2.38,200.25,44.93,10.65,34.27,321.72
"10008","南投縣","10008060","名間鄉",111.3600000000000000,2.86,433.45,42.26,11.62,30.64,263.79
"10008","南投縣","10008070","鹿谷鄉",114.3800000000000000,2.08,114.81,49.49,9.83,39.66,403.55
"10008","南投縣","10008080","中寮鄉",120.7400000000000000,2.48,93.26,46.91,9.98,36.93,370.08
"10008","南投縣","10008090","魚池鄉",111.2800000000000000,2.61,121.95,46.86,11.55,35.31,305.76
"10008","南投縣","10008100","國姓鄉",117.7600000000000000,2.41,96.80,43.96,9.60,34.36,358.02
"10008","南投縣","10008110","水里鄉",110.6000000000000000,2.31,151.58,50.39,11.98,38.41,320.62
"10008","南投縣","10008120","信義鄉",114.3500000000000000,2.93,10.86,39.04,19.27,19.77,102.62
"10008","南投縣","10008130","仁愛鄉",104.8800000000000000,3.21,12.20,41.78,22.40,19.38,86.52
"10009","雲林縣","10009010","斗六市",97.5600000000000000,2.67,1152.61,42.19,18.42,23.77,129.07
"10009","雲林縣","10009020","斗南鎮",102.4300000000000000,2.63,900.26,43.62,14.79,28.82,194.85
"10009","雲林縣","10009030","虎尾鎮",101.1000000000000000,2.64,1023.39,43.75,18.80,24.95,132.72
"10009","雲林縣","10009040","西螺鎮",100.5800000000000000,2.90,894.20,47.43,18.50,28.93,156.37
"10009","雲林縣","10009050","土庫鎮",109.1300000000000000,2.85,564.27,48.11,16.04,32.07,199.90
"10009","雲林縣","10009060","北港鎮",106.5800000000000000,2.35,907.69,46.72,15.47,31.25,201.91
"10009","雲林縣","10009070","古坑鄉",110.0800000000000000,2.62,180.18,45.46,12.09,33.37,275.88
