縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
63000,臺北市,63000120,北投區,92.23,2.57,4430.08,45.02,19.28,25.74,133.48,109Y06M
68000,桃園市,68000010,桃園區,93.74,2.6,13065,37.78,20.93,16.85,80.48,109Y06M
68000,桃園市,68000020,中壢區,96.31,2.65,5482.21,38.03,20.62,17.42,84.48,109Y06M
68000,桃園市,68000030,大溪區,103.24,2.83,910.18,39.13,18.82,20.31,107.88,109Y06M
68000,桃園市,68000040,楊梅區,100.88,2.82,1954.59,36.77,20.43,16.34,79.95,109Y06M
68000,桃園市,68000050,蘆竹區,98.01,2.74,2210.63,36.92,22.62,14.3,63.22,109Y06M
68000,桃園市,68000060,大園區,103.57,2.65,1068.07,35.99,19.43,16.56,85.25,109Y06M
68000,桃園市,68000070,龜山區,98.48,2.53,2270.29,36.38,19.03,17.35,91.18,109Y06M
68000,桃園市,68000080,八德區,99.07,2.76,6156.19,37.04,20.08,16.96,84.47,109Y06M
68000,桃園市,68000090,龍潭區,99.5,2.85,1650.67,37.91,18.96,18.95,99.96,109Y06M
68000,桃園市,68000100,平鎮區,98.11,2.84,4787.62,37.05,20.46,16.59,81.1,109Y06M
68000,桃園市,68000110,新屋區,113.48,2.89,579.55,41.43,16.61,24.82,149.42,109Y06M
68000,桃園市,68000120,觀音區,107.19,2.8,776.5,35.73,18.19,17.55,96.47,109Y06M
68000,桃園市,68000130,復興區,116.81,3.18,35.12,39.07,21.55,17.52,81.3,109Y06M
66000,臺中市,66000010,中區,97.64,2.29,20796.32,58.26,27.97,30.29,108.32,109Y06M
66000,臺中市,66000020,東區,98.23,2.65,8168,38.34,16.42,21.92,133.44,109Y06M
66000,臺中市,66000030,南區,91.72,2.54,18597.23,34.51,18.09,16.42,90.75,109Y06M
66000,臺中市,66000040,西區,89.85,2.49,20169.17,43.83,20.53,23.3,113.5,109Y06M
66000,臺中市,66000050,北區,91.08,2.44,21152.42,39.75,16.97,22.77,134.16,109Y06M
66000,臺中市,66000060,西屯區,91.94,2.59,5791.82,36.53,21.24,15.29,71.99,109Y06M
66000,臺中市,66000070,南屯區,91.4,2.66,5592.14,35.48,21.76,13.72,63.02,109Y06M
66000,臺中市,66000080,北屯區,91.5,2.69,4548.38,36.61,19.87,16.73,84.19,109Y06M
66000,臺中市,66000090,豐原區,97.17,3.03,4045.07,40.78,20.09,20.68,102.94,109Y06M
66000,臺中市,66000100,東勢區,105.34,2.84,421.47,44.66,15.15,29.51,194.79,109Y06M
66000,臺中市,66000110,大甲區,100.58,3.23,1306.14,41.24,20.39,20.85,102.29,109Y06M
66000,臺中市,66000120,清水區,104.44,3.04,1367.18,40.12,18.81,21.31,113.32,109Y06M
66000,臺中市,66000130,沙鹿區,101.27,3.06,2348.91,40,23.51,16.5,70.18,109Y06M
66000,臺中市,66000140,梧棲區,100.47,3.14,3562.44,37.73,20.86,16.87,80.89,109Y06M
66000,臺中市,66000150,后里區,102.73,3.27,924.49,40.74,19.25,21.49,111.6,109Y06M
66000,臺中市,66000160,神岡區,103.71,3.27,1871.85,36.73,17.75,18.98,106.9,109Y06M
66000,臺中市,66000170,潭子區,97.34,2.93,4227.79,34.36,18.41,15.95,86.65,109Y06M
66000,臺中市,66000180,大雅區,98.94,3.15,2953.33,34.57,20.24,14.33,70.76,109Y06M
66000,臺中市,66000190,新社區,107.01,3.15,351.23,43.52,15.22,28.31,186.04,109Y06M
66000,臺中市,66000200,石岡區,106.54,2.97,806.62,40.52,13.88,26.64,191.94,109Y06M
66000,臺中市,66000210,外埔區,103.83,3.23,756.26,36.02,16.12,19.9,123.47,109Y06M
66000,臺中市,66000220,大安區,111.84,3.39,693.17,38.53,14.42,24.1,167.09,109Y06M
66000,臺中市,66000230,烏日區,99.91,2.92,1746.18,37.16,19.42,17.74,91.34,109Y06M
66000,臺中市,66000240,大肚區,104.02,3.14,1536.68,37.35,17.8,19.56,109.9,109Y06M
66000,臺中市,66000250,龍井區,101.15,3.26,2054.41,35.02,19.2,15.82,82.38,109Y06M
66000,臺中市,66000260,霧峰區,102.57,3.15,665.02,38.25,16.76,21.49,128.27,109Y06M
66000,臺中市,66000270,太平區,97.79,2.89,1610.5,35.32,18.89,16.43,86.97,109Y06M
66000,臺中市,66000280,大里區,95.88,2.97,7367.07,35.97,20.18,15.79,78.26,109Y06M
66000,臺中市,66000290,和平區,115.68,2.34,10.44,40.04,15,25.04,166.93,109Y06M
67000,臺南市,67000010,新營區,97.83,2.62,1991.33,42.47,17.93,24.54,136.84,109Y06M
67000,臺南市,67000020,鹽水區,108.44,2.49,479.51,42.81,13.36,29.46,220.53,109Y06M
67000,臺南市,67000030,白河區,109.38,2.56,217.49,50.9,12.45,38.45,308.86,109Y06M
67000,臺南市,67000040,柳營區,108.37,2.63,341.49,41.77,11.59,30.18,260.43,109Y06M
67000,臺南市,67000050,後壁區,108.02,2.6,316.18,50.04,11.16,38.87,348.2,109Y06M
67000,臺南市,67000060,東山區,113.65,2.45,162.53,47.14,11.2,35.95,321.04,109Y06M
67000,臺南市,67000070,麻豆區,103.35,2.74,811.9,44.23,15.91,28.31,177.93,109Y06M
67000,臺南市,67000080,下營區,106.94,2.52,702.91,45.83,13.76,32.07,233.05,109Y06M
67000,臺南市,67000090,六甲區,107.15,2.77,322.16,42.48,14.69,27.79,189.13,109Y06M
67000,臺南市,67000100,官田區,103.33,2.64,301.14,36.99,12.54,24.46,195.08,109Y06M
67000,臺南市,67000110,大內區,117.11,2.47,132.44,49.76,10.57,39.19,370.93,109Y06M
67000,臺南市,67000120,佳里區,97.78,2.8,1514.58,39.78,16.3,23.48,144.09,109Y06M
67000,臺南市,67000130,學甲區,104.76,2.61,471.66,38.55,12.56,25.98,206.84,109Y06M
67000,臺南市,67000140,西港區,101.94,2.94,724.24,37.6,13.49,24.12,178.81,109Y06M
67000,臺南市,67000150,七股區,107.74,2.79,202.08,42.61,13.07,29.54,226.03,109Y06M
67000,臺南市,67000160,將軍區,103.69,2.66,457.22,40.74,9.63,31.11,323.15,109Y06M
67000,臺南市,67000170,北門區,100.69,2.58,243.1,36.36,9.92,26.44,266.54,109Y06M
67000,臺南市,67000180,新化區,103.27,2.95,697.7,39.49,15.19,24.3,159.98,109Y06M
67000,臺南市,67000190,善化區,101.3,2.65,910.49,44.03,22.31,21.71,97.31,109Y06M
67000,臺南市,67000200,新市區,99.93,2.87,784.09,38.31,19.95,18.36,92.06,109Y06M
67000,臺南市,67000210,安定區,106.04,2.91,971.67,36.29,15,21.29,141.88,109Y06M
67000,臺南市,67000220,山上區,111.55,2.63,256.94,41.56,10.73,30.83,287.29,109Y06M
67000,臺南市,67000230,玉井區,107.08,2.66,179.35,46.84,12.67,34.17,269.63,109Y06M
67000,臺南市,67000240,楠西區,111.45,2.65,84.56,45.94,10.96,34.98,319.25,109Y06M
67000,臺南市,67000250,南化區,116.25,3,49.43,47.59,12.52,35.07,280.25,109Y06M
67000,臺南市,67000260,左鎮區,128.96,2.41,61.75,52.69,8.85,43.84,495.52,109Y06M
67000,臺南市,67000270,仁德區,101.83,2.69,1502.51,36.68,16.11,20.58,127.77,109Y06M
67000,臺南市,67000280,歸仁區,102.32,2.94,1223.88,36.23,17.39,18.84,108.33,109Y06M
67000,臺南市,67000290,關廟區,105.64,2.99,635.11,40.06,13.25,26.81,202.26,109Y06M
67000,臺南市,67000300,龍崎區,117.17,2.52,59.61,48.7,7.01,41.69,595,109Y06M
67000,臺南市,67000310,永康區,96.4,2.7,5850.63,33.3,17.97,15.33,85.28,109Y06M
67000,臺南市,67000320,東區,91.67,2.55,13825.1,40.68,19.62,21.07,107.38,109Y06M
67000,臺南市,67000330,南區,97.35,2.65,4560.71,37.84,13.55,24.29,179.36,109Y06M
67000,臺南市,67000340,北區,93.96,2.54,12529.81,39.78,17.28,22.51,130.27,109Y06M
67000,臺南市,67000350,安南區,101.31,2.98,1817.72,34.94,18.89,16.05,84.98,109Y06M
67000,臺南市,67000360,安平區,89.93,2.52,6069.69,32.66,17.32,15.34,88.61,109Y06M
67000,臺南市,67000370,中西區,93.13,2.44,12497.28,49.9,21.36,28.54,133.65,109Y06M
64000,高雄市,64000010,鹽埕區,98.04,2.18,16806.72,45.03,11.29,33.74,298.81,109Y06M
64000,高雄市,64000020,鼓山區,92.55,2.37,9589.15,43.48,21.3,22.18,104.1,109Y06M
64000,高雄市,64000030,左營區,91.75,2.46,10209.83,36.9,18.54,18.36,98.99,109Y06M
64000,高雄市,64000040,楠梓區,95.65,2.55,7314.27,37.27,19.77,17.51,88.56,109Y06M
64000,高雄市,64000050,三民區,93.19,2.45,17093.29,39.59,16.46,23.13,140.52,109Y06M
64000,高雄市,64000060,新興區,92.14,2.2,25706.33,49.28,15.84,33.44,211.05,109Y06M
64000,高雄市,64000070,前金區,89.58,2.08,14447.32,47.52,11.76,35.76,304.07,109Y06M
64000,高雄市,64000080,苓雅區,91.93,2.31,20645.59,46.29,15.96,30.32,189.95,109Y06M
64000,高雄市,64000090,前鎮區,96.12,2.35,9775.74,39.97,15.1,24.87,164.74,109Y06M
64000,高雄市,64000100,旗津區,106.02,2.53,19098.98,34.79,11.76,23.03,195.86,109Y06M
64000,高雄市,64000110,小港區,98.05,2.28,3469.04,34.95,16.6,18.36,110.61,109Y06M
64000,高雄市,64000120,鳳山區,95.45,2.5,13457.04,37.97,17.77,20.19,113.61,109Y06M
64000,高雄市,64000130,林園區,101.15,2.62,2155.39,34.96,15.39,19.57,127.14,109Y06M
64000,高雄市,64000140,大寮區,104.46,2.61,1581.46,33.06,13.55,19.51,143.98,109Y06M
64000,高雄市,64000150,大樹區,104.78,3.04,626.27,37.6,13.19,24.41,185.12,109Y06M
64000,高雄市,64000160,大社區,102.86,2.6,1291.9,33.01,12.71,20.3,159.64,109Y06M
64000,高雄市,64000170,仁武區,102.03,2.52,2512.22,32.79,16.26,16.53,101.65,109Y06M
64000,高雄市,64000180,鳥松區,101.79,2.36,1828.92,35.65,11.95,23.7,198.41,109Y06M
64000,高雄市,64000190,岡山區,97.97,2.74,2024.84,39.03,17.83,21.21,118.96,109Y06M
64000,高雄市,64000200,橋頭區,101.44,2.65,1487.48,38.69,14.4,24.29,168.6,109Y06M
64000,高雄市,64000210,燕巢區,111.16,2.76,452.89,37.13,12.62,24.51,194.17,109Y06M
64000,高雄市,64000220,田寮區,124.73,2.2,75.22,52.01,7.94,44.07,555.22,109Y06M
64000,高雄市,64000230,阿蓮區,101.83,3.01,820.94,38.07,15.31,22.76,148.68,109Y06M
64000,高雄市,64000240,路竹區,103.31,3.01,1073.9,41.65,18.24,23.41,128.34,109Y06M
64000,高雄市,64000250,湖內區,104.18,2.69,1477.27,35.65,13.92,21.73,156.07,109Y06M
64000,高雄市,64000260,茄萣區,105.18,2.83,1906.05,37.49,13.13,24.37,185.57,109Y06M
64000,高雄市,64000270,永安區,100.98,2.39,607.54,33.13,13.35,19.78,148.11,109Y06M
64000,高雄市,64000280,彌陀區,104.66,2.79,1281.37,37.91,14.5,23.41,161.43,109Y06M
64000,高雄市,64000290,梓官區,106.03,2.77,3073.63,34.37,13.07,21.31,163.07,109Y06M
64000,高雄市,64000300,旗山區,106.06,2.63,381.02,45.88,13.93,31.95,229.31,109Y06M
64000,高雄市,64000310,美濃區,110.31,2.62,324.34,50.66,11.44,39.21,342.68,109Y06M
64000,高雄市,64000320,六龜區,117.75,2.27,64.27,44.28,11.53,32.76,284.15,109Y06M
64000,高雄市,64000330,甲仙區,111.97,2.58,47.7,41.5,10.52,30.97,294.32,109Y06M
64000,高雄市,64000340,杉林區,120.03,2.42,111.45,44.96,10.43,34.53,331.06,109Y06M
64000,高雄市,64000350,內門區,117.5,2.75,147.28,42.66,9.79,32.87,335.92,109Y06M
64000,高雄市,64000360,茂林區,100.31,3.16,9.93,30.47,18.62,11.85,63.64,109Y06M
64000,高雄市,64000370,桃源區,111.38,3.09,4.54,30.41,19.74,10.67,54.08,109Y06M
64000,高雄市,64000380,那瑪夏區,105.84,3.71,12.41,38.4,26.32,12.08,45.9,109Y06M
10002,宜蘭縣,10002010,宜蘭市,94.57,2.59,3250.65,41.41,19.17,22.24,115.97,109Y06M
10002,宜蘭縣,10002020,羅東鎮,89.65,2.69,6323.6,47.39,23.57,23.81,101,109Y06M
10002,宜蘭縣,10002030,蘇澳鎮,103.82,2.73,438.53,42.28,14.09,28.18,199.97,109Y06M
10002,宜蘭縣,10002040,頭城鎮,105.95,2.78,286.66,39.44,14.32,25.12,175.45,109Y06M
10002,宜蘭縣,10002050,礁溪鄉,107.77,2.47,348.58,39.31,13.95,25.36,181.81,109Y06M
10002,宜蘭縣,10002060,壯圍鄉,110.99,2.69,633.03,34.26,11.22,23.04,205.41,109Y06M
10002,宜蘭縣,10002070,員山鄉,111.82,2.72,288.4,35.75,12.68,23.07,181.92,109Y06M
10002,宜蘭縣,10002080,冬山鄉,104.56,2.7,666.55,38.74,15.55,23.2,149.21,109Y06M
10002,宜蘭縣,10002090,五結鄉,105.14,2.59,1032.57,35.47,12.84,22.63,176.26,109Y06M
10002,宜蘭縣,10002100,三星鄉,116.3,2.43,147.29,38.83,10.74,28.1,261.66,109Y06M
10002,宜蘭縣,10002110,大同鄉,116.82,3.13,9.29,37.3,23.28,14.02,60.23,109Y06M
10002,宜蘭縣,10002120,南澳鄉,107.5,2.96,7.96,40.31,26.38,13.93,52.8,109Y06M
10004,新竹縣,10004010,竹北市,98.86,2.71,4217.74,44.31,32.69,11.62,35.56,109Y06M
10004,新竹縣,10004020,竹東鎮,101.03,2.77,1816.24,39.26,19.65,19.61,99.77,109Y06M
10004,新竹縣,10004030,新埔鎮,113.84,2.98,455.31,40.36,12.7,27.66,217.79,109Y06M
10004,新竹縣,10004040,關西鎮,115.83,2.99,222.42,44.91,14.06,30.85,219.38,109Y06M
10004,新竹縣,10004050,湖口鄉,102.41,2.8,1339.54,36.91,19.11,17.8,93.15,109Y06M
10004,新竹縣,10004060,新豐鄉,105.15,2.99,1239.08,37.46,21.42,16.03,74.84,109Y06M
10004,新竹縣,10004070,芎林鄉,111.4,2.94,488.63,37.56,12.87,24.69,191.9,109Y06M
10004,新竹縣,10004080,橫山鄉,118.18,2.87,190.66,46.06,13.06,33,252.7,109Y06M
10004,新竹縣,10004090,北埔鄉,119.7,2.9,179.21,43.49,12.31,31.18,253.27,109Y06M
10004,新竹縣,10004100,寶山鄉,119.83,2.47,225.2,31.51,10.83,20.69,191.09,109Y06M
10004,新竹縣,10004110,峨眉鄉,122.68,2.62,116.62,51.02,10.82,40.2,371.61,109Y06M
10004,新竹縣,10004120,尖石鄉,108.37,3.28,18.16,38.92,26.15,12.77,48.84,109Y06M
10004,新竹縣,10004130,五峰鄉,119.49,2.55,19.73,33.52,16.73,16.79,100.36,109Y06M
10005,苗栗縣,10005010,苗栗市,99.24,2.75,2317.98,42.91,17.47,25.44,145.62,109Y06M
10005,苗栗縣,10005020,苑裡鎮,109,3,656.03,37.06,14.13,22.93,162.2,109Y06M
10005,苗栗縣,10005030,通霄鎮,112.28,2.88,308.64,42.71,13.03,29.68,227.81,109Y06M
10005,苗栗縣,10005040,竹南鎮,101.87,2.82,2313.12,40.46,22.94,17.52,76.39,109Y06M
10005,苗栗縣,10005050,頭份市,101.66,2.84,1950.06,39.2,20.67,18.53,89.67,109Y06M
10005,苗栗縣,10005060,後龍鎮,112.97,2.94,467.7,41.65,15.18,26.47,174.41,109Y06M
10005,苗栗縣,10005070,卓蘭鎮,109.35,2.74,214.09,43.97,12.51,31.46,251.41,109Y06M
10005,苗栗縣,10005080,大湖鄉,113.97,2.65,154.57,44.78,13.01,31.77,244.14,109Y06M
10005,苗栗縣,10005090,公館鄉,108.89,3.04,456.26,40.76,15.63,25.13,160.85,109Y06M
10005,苗栗縣,10005100,銅鑼鄉,113.41,2.86,222.91,42.58,14.25,28.33,198.85,109Y06M
10005,苗栗縣,10005110,南庄鄉,121.87,2.48,58.67,44.07,12.79,31.28,244.55,109Y06M
10005,苗栗縣,10005120,頭屋鄉,113.26,2.86,197.93,41.85,12.24,29.61,241.81,109Y06M
10005,苗栗縣,10005130,三義鄉,111.69,2.81,228.23,39.76,15.01,24.74,164.82,109Y06M
10005,苗栗縣,10005140,西湖鄉,127.27,2.6,165.99,44.94,8.78,36.16,411.86,109Y06M
10005,苗栗縣,10005150,造橋鄉,112.53,2.98,256.28,39.72,13.04,26.68,204.62,109Y06M
10005,苗栗縣,10005160,三灣鄉,119.87,2.74,123.56,46.27,12.83,33.43,260.49,109Y06M
10005,苗栗縣,10005170,獅潭鄉,125.58,2.42,52.51,52.28,9.16,43.12,470.52,109Y06M
10005,苗栗縣,10005180,泰安鄉,114.59,2.94,9.46,34.3,14.91,19.39,130.08,109Y06M
10007,彰化縣,10007010,彰化市,96.95,2.99,3532.02,42.69,20.26,22.43,110.69,109Y06M
10007,彰化縣,10007020,鹿港鎮,102.91,3.45,2196.97,41.79,20.95,20.84,99.47,109Y06M
10007,彰化縣,10007030,和美鎮,103.57,3.3,2259.58,37.02,18.07,18.95,104.86,109Y06M
10007,彰化縣,10007040,線西鄉,105.78,3.7,923.22,37.64,17.18,20.46,119.1,109Y06M
10007,彰化縣,10007050,伸港鄉,102.81,3.6,1683.49,37.16,19.23,17.92,93.19,109Y06M
10007,彰化縣,10007060,福興鄉,108.85,3.54,933.85,37.22,15.84,21.38,135.04,109Y06M
10007,彰化縣,10007070,秀水鄉,106.18,3.53,1330.02,37.89,18.5,19.39,104.79,109Y06M
10007,彰化縣,10007080,花壇鄉,105.21,3.16,1249.1,35.52,15.29,20.23,132.31,109Y06M
10007,彰化縣,10007090,芬園鄉,111.3,3.41,612.57,41.14,14.18,26.96,190.13,109Y06M
10007,彰化縣,10007100,員林市,98.16,3.07,3126.53,42.95,21.05,21.9,104.02,109Y06M
10007,彰化縣,10007110,溪湖鎮,101.88,3.32,1717.26,41.77,21.14,20.63,97.56,109Y06M
10007,彰化縣,10007120,田中鎮,105.01,3.07,1185.13,42.68,16.11,26.57,164.85,109Y06M
10007,彰化縣,10007130,大村鄉,106.16,3.24,1205.9,34.78,14.95,19.83,132.67,109Y06M
10007,彰化縣,10007140,埔鹽鄉,110.66,3.48,830.01,39.28,13.88,25.4,182.94,109Y06M
10007,彰化縣,10007150,埔心鄉,105.33,3.17,1650.68,34.86,14.27,20.59,144.29,109Y06M
10007,彰化縣,10007160,永靖鄉,107.06,3.31,1767.5,39.03,16.27,22.75,139.81,109Y06M
10007,彰化縣,10007170,社頭鄉,105.76,3.25,1176.87,39.15,16.32,22.84,139.96,109Y06M
10007,彰化縣,10007180,二水鄉,111.93,2.78,500.02,48.06,12.44,35.62,286.34,109Y06M
10007,彰化縣,10007190,北斗鎮,101.17,3.04,1731.84,42.24,19.06,23.18,121.64,109Y06M
10007,彰化縣,10007200,二林鎮,105.4,3.28,536.7,43.95,15.99,27.96,174.92,109Y06M
10007,彰化縣,10007210,田尾鄉,106.77,3.33,1117.05,39.3,15.29,24.01,157.04,109Y06M
10007,彰化縣,10007220,埤頭鄉,106.62,3.31,707.1,44.09,17.27,26.82,155.31,109Y06M
10007,彰化縣,10007230,芳苑鄉,112.23,3.25,360.56,45.57,13.54,32.04,236.65,109Y06M
10007,彰化縣,10007240,大城鄉,116.82,3.13,254.67,51.05,12.32,38.73,314.35,109Y06M
10007,彰化縣,10007250,竹塘鄉,109.7,3.23,352.06,51.36,16.72,34.63,207.13,109Y06M
10007,彰化縣,10007260,溪州鄉,109.38,3.24,385.12,43.91,14.76,29.15,197.53,109Y06M
10008,南投縣,10008010,南投市,99.86,2.81,1386.31,40.44,16.62,23.82,143.3,109Y06M
10008,南投縣,10008020,埔里鎮,98.72,2.74,490.41,40.21,15.2,25.01,164.61,109Y06M
10008,南投縣,10008030,草屯鎮,101.64,2.88,938.73,38.81,15.79,23.01,145.71,109Y06M
10008,南投縣,10008040,竹山鎮,104.67,2.65,217.05,43.28,14.74,28.54,193.59,109Y06M
10008,南投縣,10008050,集集鎮,109.65,2.48,212.24,43.36,11.57,31.78,274.65,109Y06M
10008,南投縣,10008060,名間鄉,111.24,2.98,454.03,40.14,12.67,27.46,216.71,109Y06M
10008,南投縣,10008070,鹿谷鄉,114.6,2.16,122.12,44.75,10.67,34.07,319.17,109Y06M
10008,南投縣,10008080,中寮鄉,119.56,2.58,98.6,44.57,11.04,33.53,303.8,109Y06M
10008,南投縣,10008090,魚池鄉,110.91,2.71,128.07,43.86,12.25,31.61,257.93,109Y06M
10008,南投縣,10008100,國姓鄉,117.02,2.5,102.76,41.1,10.77,30.33,281.64,109Y06M
10008,南投縣,10008110,水里鄉,110.17,2.41,160.77,44.76,12.44,32.32,259.82,109Y06M
10008,南投縣,10008120,信義鄉,115.58,3.01,11.18,35.9,19.33,16.57,85.76,109Y06M
10008,南投縣,10008130,仁愛鄉,105.61,3.26,12.43,40.75,24.25,16.5,68.05,109Y06M
10009,雲林縣,10009010,斗六市,98.31,2.78,1159.91,38.94,18.48,20.46,110.72,109Y06M
10009,雲林縣,10009020,斗南鎮,103.02,2.76,918.12,41.25,15.46,25.78,166.74,109Y06M
10009,雲林縣,10009030,虎尾鎮,102.18,2.76,1031.83,42.28,19.64,22.64,115.28,109Y06M
10009,雲林縣,10009040,西螺鎮,100.98,3.05,915.31,46.16,19.41,26.75,137.82,109Y06M
10009,雲林縣,10009050,土庫鎮,108.85,2.98,581.34,46.18,16.64,29.54,177.53,109Y06M
10009,雲林縣,10009060,北港鎮,107.09,2.44,945.69,45.11,16.52,28.59,173.05,109Y06M
10009,雲林縣,10009070,古坑鄉,111.51,2.77,186.45,44.3,13.18,31.11,236.01,109Y06M
10009,雲林縣,10009080,大埤鄉,114.54,2.81,415.27,44.16,13.26,30.9,232.98,109Y06M
10009,雲林縣,10009090,莿桐鄉,109.16,3.01,559.11,41.9,14.98,26.92,179.65,109Y06M
10009,雲林縣,10009100,林內鄉,110.35,2.96,473.97,43.34,15.84,27.51,173.69,109Y06M
10009,雲林縣,10009110,二崙鄉,114.82,2.93,440.41,47.5,13.55,33.94,250.5,109Y06M
10009,雲林縣,10009120,崙背鄉,111.68,2.81,408.59,47.74,15.12,32.63,215.83,109Y06M
10009,雲林縣,10009130,麥寮鄉,99.03,3.16,590.99,36.46,20.04,16.41,81.89,109Y06M
10009,雲林縣,10009140,東勢鄉,124.36,2.47,295,44.79,10.9,33.89,310.89,109Y06M
10009,雲林縣,10009150,褒忠鄉,116.3,2.84,339.49,44.42,12.91,31.5,243.91,109Y06M
10009,雲林縣,10009160,臺西鄉,115.39,2.7,427.96,40.15,11.6,28.55,246.01,109Y06M
10009,雲林縣,10009170,元長鄉,121.36,2.72,348.02,50.22,12.46,37.76,303.15,109Y06M
10009,雲林縣,10009180,四湖鄉,119.11,2.62,292.95,42.73,9.82,32.91,335.2,109Y06M
10009,雲林縣,10009190,口湖鄉,114.28,2.85,331.05,39.87,11.59,28.28,244.04,109Y06M
10009,雲林縣,10009200,水林鄉,119.98,2.52,335.26,49.76,11.37,38.39,337.64,109Y06M
10010,嘉義縣,10010010,太保市,104.31,2.83,574.14,36.13,17.2,18.93,110.01,109Y06M
10010,嘉義縣,10010020,朴子市,101.7,2.64,842.75,45.48,17.83,27.65,155.13,109Y06M
10010,嘉義縣,10010030,布袋鎮,104.2,2.65,424.1,40.76,10.44,30.32,290.37,109Y06M
10010,嘉義縣,10010040,大林鎮,103.83,2.67,476.31,45.32,13.53,31.8,235.04,109Y06M
