縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
65000,新北市,65000010,板橋區,65000010-108,正泰里,90.3,2.74,78224.64,40.66,17.45,23.21,132.98,109Y06M
65000,新北市,65000010,板橋區,65000010-109,民生里,92.24,2.52,59852.09,43.34,21.55,21.79,101.13,109Y06M
65000,新北市,65000010,板橋區,65000010-110,後埔里,95.7,2.45,64541.39,44.73,17.41,27.32,156.87,109Y06M
65000,新北市,65000010,板橋區,65000010-111,華福里,93.98,2.74,49647.38,40.61,14.55,26.06,179.09,109Y06M
65000,新北市,65000010,板橋區,65000010-112,堂春里,97.63,2.94,12211.54,31.93,17.94,13.99,77.98,109Y06M
65000,新北市,65000010,板橋區,65000010-113,成和里,96.06,2.61,10269.81,31.6,19.67,11.94,60.69,109Y06M
65000,新北市,65000010,板橋區,65000010-114,光榮里,102.82,2.55,57269.01,44.12,15.12,29,191.76,109Y06M
65000,新北市,65000010,板橋區,65000010-115,民安里,89.43,2.57,53681.38,57.46,25.38,32.08,126.37,109Y06M
65000,新北市,65000010,板橋區,65000010-116,陽明里,94.36,2.64,41617,42.09,13.24,28.85,217.9,109Y06M
65000,新北市,65000010,板橋區,65000010-117,朝陽里,92.1,2.72,75062.57,42.58,16.84,25.74,152.8,109Y06M
65000,新北市,65000010,板橋區,65000010-118,松柏里,96.27,2.44,26735.19,36.49,12.73,23.76,186.73,109Y06M
65000,新北市,65000010,板橋區,65000010-119,文聖里,94.01,2.81,77834.95,33.68,15.65,18.04,115.27,109Y06M
65000,新北市,65000010,板橋區,65000010-120,居仁里,96.64,2.61,67531.38,34,16.92,17.09,101.03,109Y06M
65000,新北市,65000010,板橋區,65000010-121,莊敬里,91.69,2.72,54747.47,40.43,25.56,14.87,58.16,109Y06M
65000,新北市,65000010,板橋區,65000010-122,東安里,97.41,2.99,62989.33,50.96,28.8,22.17,76.97,109Y06M
65000,新北市,65000010,板橋區,65000010-123,五權里,99.44,2.71,32032.86,43.08,17.27,25.81,149.42,109Y06M
65000,新北市,65000010,板橋區,65000010-124,溪福里,96.96,2.88,11965.01,29.53,18.76,10.77,57.4,109Y06M
65000,新北市,65000010,板橋區,65000010-125,大觀里,96.17,2.87,55040.22,36.54,18.39,18.15,98.65,109Y06M
65000,新北市,65000010,板橋區,65000010-126,歡園里,107.75,2.71,2146.73,33.82,13.84,19.98,144.36,109Y06M
65000,新北市,65000020,三重區,65000020-001,大有里,97.64,2.7,18139.25,33.62,14.63,18.99,129.8,109Y06M
65000,新北市,65000020,三重區,65000020-002,二重里,101.1,2.83,8377.55,33.91,13.07,20.83,159.38,109Y06M
65000,新北市,65000020,三重區,65000020-003,頂崁里,102.15,2.57,1727.75,32.18,14.52,17.66,121.64,109Y06M
65000,新北市,65000020,三重區,65000020-004,谷王里,110.68,2.72,1662.3,38.48,10.81,27.67,255.84,109Y06M
65000,新北市,65000020,三重區,65000020-005,中興里,100.25,2.5,4389.4,36.49,13.99,22.5,160.77,109Y06M
65000,新北市,65000020,三重區,65000020-006,德厚里,92.82,2.25,962.69,41.89,8.3,33.58,404.55,109Y06M
65000,新北市,65000020,三重區,65000020-007,成功里,90.35,2.35,3434.79,34.84,17.66,17.17,97.23,109Y06M
65000,新北市,65000020,三重區,65000020-008,福祉里,92.87,2.48,34315.99,37.79,19.16,18.63,97.27,109Y06M
65000,新北市,65000020,三重區,65000020-009,福民里,96.75,2.68,54525.01,40.88,18.29,22.59,123.52,109Y06M
65000,新北市,65000020,三重區,65000020-010,過田里,123.64,1.81,65775.48,31.96,11.13,20.83,187.21,109Y06M
65000,新北市,65000020,三重區,65000020-011,錦田里,98.54,2.52,40710.09,39.99,14.94,25.05,167.67,109Y06M
65000,新北市,65000020,三重區,65000020-012,重明里,96.37,2.46,31193.23,43.03,20.5,22.53,109.89,109Y06M
65000,新北市,65000020,三重區,65000020-013,光田里,93.76,2.3,53246.21,37.92,11.68,26.24,224.73,109Y06M
65000,新北市,65000020,三重區,65000020-014,光陽里,98.33,2.45,41707.79,30.62,9.88,20.74,209.88,109Y06M
65000,新北市,65000020,三重區,65000020-015,田心里,96.34,2.58,35605.73,35.65,11.84,23.81,201.1,109Y06M
65000,新北市,65000020,三重區,65000020-016,福田里,102.22,2.82,64451.07,30.98,12.19,18.8,154.24,109Y06M
65000,新北市,65000020,三重區,65000020-017,田中里,94.28,2.79,64351.98,40.31,19.74,20.57,104.17,109Y06M
65000,新北市,65000020,三重區,65000020-018,田安里,91.77,2.65,51263.92,34.75,14.76,19.98,135.36,109Y06M
65000,新北市,65000020,三重區,65000020-019,三民里,96.74,2.73,52708.66,41.56,20.54,21.02,102.32,109Y06M
65000,新北市,65000020,三重區,65000020-020,光明里,94.98,2.53,29023.72,35.95,17.63,18.31,103.87,109Y06M
65000,新北市,65000020,三重區,65000020-021,光正里,95.21,1.99,12323.21,28.87,11.44,17.43,152.34,109Y06M
65000,新北市,65000020,三重區,65000020-022,同安里,104.38,2.48,3779.47,33.87,14.61,19.27,131.9,109Y06M
65000,新北市,65000020,三重區,65000020-023,同慶里,96.46,2.47,4009.06,36.34,13.92,22.41,160.96,109Y06M
65000,新北市,65000020,三重區,65000020-024,菜寮里,92.74,2.53,55830.41,40.72,17.47,23.25,133.1,109Y06M
65000,新北市,65000020,三重區,65000020-025,永春里,93.93,2.5,76779.31,37.03,16.95,20.08,118.47,109Y06M
65000,新北市,65000020,三重區,65000020-026,中正里,96.84,2.47,61461.15,34.49,10.15,24.34,239.81,109Y06M
65000,新北市,65000020,三重區,65000020-027,吉利里,98.62,2.27,52756.92,35.34,10.06,25.28,251.4,109Y06M
65000,新北市,65000020,三重區,65000020-028,大同里,91.6,2.18,58987.55,30.7,9.62,21.08,219.21,109Y06M
65000,新北市,65000020,三重區,65000020-029,中民里,104.26,2.51,48625.71,35.74,11.64,24.11,207.21,109Y06M
65000,新北市,65000020,三重區,65000020-030,平和里,102.38,2.42,55286.9,39.02,11.07,27.95,252.46,109Y06M
65000,新北市,65000020,三重區,65000020-031,大安里,99.08,2.55,52716.78,35.37,12.94,22.43,173.33,109Y06M
65000,新北市,65000020,三重區,65000020-032,仁德里,98.92,2.26,41974.08,40.75,11.02,29.73,269.81,109Y06M
65000,新北市,65000020,三重區,65000020-033,忠孝里,96.85,2.41,52947.98,38.96,12.59,26.37,209.41,109Y06M
65000,新北市,65000020,三重區,65000020-034,仁義里,97.53,2.48,30834.46,37.04,14.03,23.02,164.12,109Y06M
65000,新北市,65000020,三重區,65000020-035,光榮里,94.48,2.22,50939.63,34.91,10.57,24.34,230.17,109Y06M
65000,新北市,65000020,三重區,65000020-036,光輝里,97.46,2.48,18264.95,36.32,12.19,24.12,197.84,109Y06M
65000,新北市,65000020,三重區,65000020-037,福星里,86.65,2.07,60495.77,32.83,10.58,22.25,210.2,109Y06M
65000,新北市,65000020,三重區,65000020-038,福利里,84.68,2.27,11469.22,28.6,12.05,16.56,137.44,109Y06M
65000,新北市,65000020,三重區,65000020-039,清和里,88.85,2.12,9771.91,30.05,10.4,19.65,188.92,109Y06M
65000,新北市,65000020,三重區,65000020-040,永興里,88.32,2.2,5930.98,39.05,14.1,24.95,176.98,109Y06M
65000,新北市,65000020,三重區,65000020-041,中山里,96.02,2.34,19260.99,37.44,13.91,23.53,169.2,109Y06M
65000,新北市,65000020,三重區,65000020-042,大園里,98.98,2.52,69480.26,40.32,17.44,22.89,131.23,109Y06M
65000,新北市,65000020,三重區,65000020-043,國隆里,93.13,2.45,47717.23,32.72,12.87,19.86,154.31,109Y06M
65000,新北市,65000020,三重區,65000020-044,重陽里,97.33,2.59,31647.03,35.86,13.9,21.96,157.94,109Y06M
65000,新北市,65000020,三重區,65000020-045,民生里,97.02,2.56,56642.57,38.59,15.88,22.72,143.11,109Y06M
65000,新北市,65000020,三重區,65000020-046,重新里,96.2,2.42,41750.33,46.33,15.44,30.89,200,109Y06M
65000,新北市,65000020,三重區,65000020-047,正德里,95.12,2.32,49846.31,46.34,15.73,30.61,194.57,109Y06M
65000,新北市,65000020,三重區,65000020-048,正義里,102,2.47,29378.96,42.23,17.31,24.93,144.02,109Y06M
65000,新北市,65000020,三重區,65000020-049,正安里,92.24,2.41,54838.02,39.7,14.62,25.08,171.63,109Y06M
65000,新北市,65000020,三重區,65000020-050,自強里,95.18,2.42,62866.78,38.9,12.82,26.08,203.49,109Y06M
65000,新北市,65000020,三重區,65000020-051,文化里,100.34,2.47,33990.48,46.33,15.26,31.07,203.67,109Y06M
65000,新北市,65000020,三重區,65000020-052,中央里,95.41,2.19,47307.7,40.48,13.57,26.91,198.34,109Y06M
65000,新北市,65000020,三重區,65000020-053,雙園里,96.6,2.37,36317.29,35.4,12.26,23.14,188.76,109Y06M
65000,新北市,65000020,三重區,65000020-054,錦通里,93.32,2.32,49257.54,45.79,10.65,35.14,330,109Y06M
65000,新北市,65000020,三重區,65000020-055,錦安里,89.86,2.41,57029.7,40.96,10.92,30.05,275.17,109Y06M
65000,新北市,65000020,三重區,65000020-056,長安里,96.64,2.53,52360.71,39.05,13.48,25.56,189.59,109Y06M
65000,新北市,65000020,三重區,65000020-057,光華里,90.56,2.18,51262.34,35.2,11.49,23.71,206.42,109Y06M
65000,新北市,65000020,三重區,65000020-058,長生里,97.19,2.32,54485.65,33.97,10.44,23.53,225.35,109Y06M
65000,新北市,65000020,三重區,65000020-059,開元里,100,2.23,10751.8,35.71,11.15,24.56,220.31,109Y06M
65000,新北市,65000020,三重區,65000020-060,大德里,88.35,2.43,40593.61,36.98,10.79,26.19,242.86,109Y06M
65000,新北市,65000020,三重區,65000020-061,長元里,102.71,2.44,62306.82,32.57,10.96,21.61,197.14,109Y06M
65000,新北市,65000020,三重區,65000020-062,長江里,96.53,2.34,20692.31,35.29,11.42,23.87,209.04,109Y06M
65000,新北市,65000020,三重區,65000020-063,長泰里,99.74,2.43,59303.17,38.43,11.54,26.89,232.98,109Y06M
65000,新北市,65000020,三重區,65000020-064,長福里,93.7,2.46,23284.11,33.31,10.2,23.11,226.67,109Y06M
65000,新北市,65000020,三重區,65000020-065,介壽里,95.17,2.43,53048.26,46.04,17.6,28.44,161.59,109Y06M
65000,新北市,65000020,三重區,65000020-066,萬壽里,91.8,2.49,65632.46,32.4,10.02,22.38,223.38,109Y06M
65000,新北市,65000020,三重區,65000020-067,錦江里,98.92,2.54,24020.2,32.36,10.49,21.87,208.42,109Y06M
65000,新北市,65000020,三重區,65000020-068,龍濱里,96.01,2.67,20078.4,33.45,13.3,20.15,151.48,109Y06M
65000,新北市,65000020,三重區,65000020-069,龍門里,98.08,2.48,50146.89,36.13,12.97,23.16,178.61,109Y06M
65000,新北市,65000020,三重區,65000020-070,秀江里,99.55,2.53,54830.82,39.23,13.66,25.57,187.12,109Y06M
65000,新北市,65000020,三重區,65000020-071,奕壽里,95.64,2.31,14867.8,38.9,14,24.9,177.9,109Y06M
65000,新北市,65000020,三重區,65000020-072,三安里,93.53,2.22,41628.25,39.8,13.3,26.5,199.24,109Y06M
65000,新北市,65000020,三重區,65000020-073,福安里,95.83,2.48,46318.18,34.26,12.4,21.86,176.22,109Y06M
65000,新北市,65000020,三重區,65000020-074,信安里,93.12,2.31,55068.24,36.17,15.33,20.84,135.9,109Y06M
65000,新北市,65000020,三重區,65000020-075,安慶里,89.48,2.35,64530.95,37.62,11.69,25.93,221.79,109Y06M
65000,新北市,65000020,三重區,65000020-076,幸福里,96.91,2.53,23583.58,36.15,13.5,22.65,167.72,109Y06M
65000,新北市,65000020,三重區,65000020-077,六合里,98.54,2.57,40229.83,38.07,15.05,23.02,152.91,109Y06M
65000,新北市,65000020,三重區,65000020-078,六福里,95.93,2.91,55603.47,37.1,20.43,16.67,81.62,109Y06M
65000,新北市,65000020,三重區,65000020-079,順德里,104.77,2.61,43183.43,37.16,13.49,23.67,175.44,109Y06M
65000,新北市,65000020,三重區,65000020-080,承德里,103.99,2.84,12290.24,39.23,11.87,27.36,230.57,109Y06M
65000,新北市,65000020,三重區,65000020-081,瑞德里,98.11,2.67,43606.36,40.64,15.82,24.82,156.89,109Y06M
65000,新北市,65000020,三重區,65000020-082,崇德里,100.64,2.61,41355.03,41.07,14.76,26.31,178.3,109Y06M
65000,新北市,65000020,三重區,65000020-083,厚德里,94.84,2.59,60228.85,39.99,18.73,21.25,113.47,109Y06M
65000,新北市,65000020,三重區,65000020-084,維德里,97.32,2.61,37833.16,39.65,17.32,22.33,128.88,109Y06M
65000,新北市,65000020,三重區,65000020-085,尚德里,91.58,2.59,38105.27,40.45,15.97,24.48,153.31,109Y06M
65000,新北市,65000020,三重區,65000020-086,培德里,96.91,2.68,23161.67,37.28,16.36,20.92,127.86,109Y06M
65000,新北市,65000020,三重區,65000020-087,永德里,94.92,2.72,42500.73,39.81,17.93,21.89,122.11,109Y06M
65000,新北市,65000020,三重區,65000020-088,永盛里,92.21,2.75,39713.77,43.76,20.2,23.56,116.67,109Y06M
65000,新北市,65000020,三重區,65000020-089,永福里,92.48,2.77,44823.86,38.22,18.96,19.26,101.56,109Y06M
65000,新北市,65000020,三重區,65000020-090,永清里,93.98,2.84,68839.49,39.5,19.87,19.63,98.77,109Y06M
65000,新北市,65000020,三重區,65000020-091,永安里,96.15,2.81,66134.25,37.06,18.45,18.61,100.86,109Y06M
65000,新北市,65000020,三重區,65000020-092,永煇里,104.48,2.67,49598.6,32.57,12.44,20.13,161.89,109Y06M
65000,新北市,65000020,三重區,65000020-093,溪美里,93.76,2.46,48982.84,31.98,14.68,17.29,117.79,109Y06M
65000,新北市,65000020,三重區,65000020-094,福隆里,91.16,2.62,32440.54,36.86,19.82,17.03,85.94,109Y06M
65000,新北市,65000020,三重區,65000020-095,五常里,98.27,2.94,7068.85,34.65,15.28,19.37,126.72,109Y06M
65000,新北市,65000020,三重區,65000020-096,五福里,92.78,2.42,23340.29,36.25,18.16,18.09,99.63,109Y06M
65000,新北市,65000020,三重區,65000020-097,仁忠里,96.45,2.62,60761.16,40.08,17.24,22.84,132.52,109Y06M
65000,新北市,65000020,三重區,65000020-098,慈福里,103.26,2.42,64790.87,38.77,12.88,25.89,200.93,109Y06M
65000,新北市,65000020,三重區,65000020-099,慈生里,97.61,2.62,49014,41.79,13.3,28.49,214.29,109Y06M
65000,新北市,65000020,三重區,65000020-100,慈惠里,99.83,2.51,68242.86,37.13,13.4,23.72,176.99,109Y06M
